composition,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData mode Electronegativity,MagpieData maximum Row,MagpieData range Row,MagpieData minimum Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData mean NsValence,MagpieData mode NsValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData maximum NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,gap expt
Ba6Ga2SnSe11,2.55,1.6599999999999997,1.9485,2.55,6.0,2.0,2.0,11.4,5.640000000000001,16.0,215.0,95.0,149.65,39.21,2.0,2.0,2.0,2.0,4.0,2.4,1.7600000000000002,2.0,16.0,14.0,11.4,5.640000000000001,5.0,5.0,1.8,1.08,5.0,1.8,1.08,1.99
Ba6Sn6Se13,2.55,1.6599999999999997,2.01,2.55,6.0,2.0,2.0,12.16,4.8768,16.0,215.0,95.0,147.36,32.467200000000005,2.0,2.0,2.0,2.0,4.0,2.56,1.4975999999999998,2.0,16.0,14.0,12.16,4.8768,4.0,4.0,2.0,0.96,4.0,2.0,0.96,1.52
Ba7(SnS3)5,2.58,1.69,2.027037037037037,2.58,6.0,3.0,2.0,12.0,5.185185185185185,16.0,215.0,110.0,139.8148148148148,38.98491083676269,2.0,2.0,2.0,2.0,4.0,2.5925925925925926,1.5637860082304527,2.0,14.0,12.0,6.444444444444445,2.7983539094650207,4.0,4.0,1.8518518518518519,0.9602194787379972,4.0,1.8518518518518519,0.9602194787379972,2.29
Ba7B3O9F5,3.98,3.09,2.63375,3.44,6.0,4.0,2.0,11.75,5.6875,16.0,215.0,158.0,109.83333333333333,61.34722222222223,2.0,2.0,2.0,2.0,5.0,2.6666666666666665,1.972222222222222,2.0,7.0,5.0,4.666666666666667,1.972222222222222,5.0,5.0,1.5833333333333333,1.1666666666666667,5.0,1.5833333333333333,1.1666666666666667,4.94
Ba7Ga5AgS15,2.58,1.69,1.9967857142857144,2.58,6.0,3.0,2.0,11.785714285714286,4.948979591836734,16.0,215.0,110.0,136.96428571428572,39.59183673469388,1.0,2.0,1.9642857142857142,2.0,4.0,2.3214285714285716,1.7984693877551021,2.0,13.0,11.0,6.428571428571429,2.673469387755102,5.0,5.0,1.9642857142857142,1.1224489795918369,5.0,2.0,1.0714285714285714,2.6
Ba8Al10B12O41,3.44,2.55,2.65830985915493,3.44,6.0,4.0,2.0,13.492957746478874,2.895457250545526,16.0,215.0,149.0,93.5774647887324,35.08748264233287,2.0,2.0,2.0,2.0,4.0,2.619718309859155,1.594128149176751,2.0,6.0,4.0,4.619718309859155,1.594128149176751,5.0,5.0,2.704225352112676,1.4227335846062288,5.0,2.704225352112676,1.4227335846062288,3.1
Ba8Hg4Se7S5,2.58,1.69,1.91125,0.89,6.0,3.0,2.0,10.666666666666666,5.777777777777779,2.0,215.0,110.0,150.54166666666666,42.97222222222222,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,26.0,24.0,10.916666666666666,7.9930555555555545,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.98
Ba8Sn4S15,2.58,1.69,1.9874074074074075,2.58,6.0,3.0,2.0,11.555555555555555,5.662551440329219,16.0,215.0,110.0,142.62962962962962,42.88614540466392,2.0,2.0,2.0,2.0,4.0,2.5185185185185186,1.6460905349794237,2.0,14.0,12.0,6.0,2.3703703703703702,4.0,4.0,1.7037037037037037,1.00960219478738,4.0,1.7037037037037037,1.00960219478738,2.31
BaAgSbS3,2.58,1.69,2.1016666666666666,2.58,6.0,3.0,2.0,12.666666666666666,4.111111111111112,16.0,215.0,110.0,135.66666666666666,30.666666666666668,1.0,2.0,1.8333333333333333,2.0,4.0,2.5,1.6666666666666667,2.0,15.0,13.0,7.666666666666667,3.5555555555555554,3.0,3.0,1.5,1.0,3.0,1.6666666666666667,0.7777777777777778,2.2
BaAl4Se7,2.55,1.6599999999999997,2.098333333333333,2.55,6.0,3.0,2.0,13.833333333333334,2.5277777777777777,16.0,215.0,95.0,128.25,14.458333333333334,2.0,2.0,2.0,2.0,4.0,2.6666666666666665,1.5555555555555554,2.0,16.0,14.0,10.5,6.416666666666667,5.0,5.0,2.8333333333333335,1.4444444444444446,5.0,2.8333333333333335,1.4444444444444446,3.4
BaAu(IO3)5,3.44,2.55,3.105909090909091,3.44,6.0,4.0,2.0,15.363636363636363,1.6115702479338845,16.0,215.0,149.0,92.54545454545455,36.19834710743801,1.0,2.0,1.9545454545454546,2.0,5.0,3.8636363636363638,0.7024793388429752,2.0,25.0,23.0,9.181818181818182,4.991735537190082,2.0,2.0,1.5909090909090908,0.5578512396694215,2.0,1.6363636363636365,0.4958677685950413,2.32
BaB6,2.04,1.15,1.875714285714286,2.04,6.0,4.0,2.0,11.428571428571429,2.6938775510204076,13.0,215.0,131.0,102.71428571428571,32.08163265306122,2.0,2.0,2.0,2.0,1.0,0.8571428571428571,0.2448979591836735,2.0,3.0,1.0,2.857142857142857,0.24489795918367344,5.0,5.0,4.285714285714286,1.2244897959183676,5.0,4.285714285714286,1.2244897959183676,2.64
BaBClF4,3.98,3.09,3.144285714285714,3.98,6.0,4.0,2.0,14.285714285714286,3.8775510204081627,17.0,215.0,158.0,89.85714285714286,39.224489795918366,2.0,2.0,2.0,2.0,5.0,3.7142857142857144,1.836734693877551,2.0,7.0,5.0,5.714285714285714,1.836734693877551,5.0,5.0,1.4285714285714286,1.0204081632653061,5.0,1.4285714285714286,1.0204081632653061,6.89
BaBSbS4,2.58,1.69,2.185714285714286,2.58,6.0,4.0,2.0,13.428571428571429,3.3877551020408165,16.0,215.0,131.0,122.57142857142857,31.102040816326532,2.0,2.0,2.0,2.0,4.0,2.857142857142857,1.346938775510204,2.0,15.0,13.0,6.285714285714286,2.4897959183673466,5.0,5.0,2.2857142857142856,0.9795918367346939,5.0,2.2857142857142856,0.9795918367346939,2.34
BaBiClO2,3.44,2.55,2.59,3.44,6.0,4.0,2.0,13.2,4.48,16.0,215.0,149.0,119.4,49.68,2.0,2.0,2.0,2.0,5.0,3.2,1.3599999999999999,2.0,29.0,27.0,10.0,7.6,3.0,3.0,1.6,0.8800000000000001,3.0,1.6,0.8800000000000001,3.71
BaCaB2O5,3.44,2.55,2.5744444444444445,3.44,6.0,4.0,2.0,12.222222222222221,4.5432098765432105,16.0,215.0,149.0,98.77777777777777,42.98765432098765,2.0,2.0,2.0,2.0,4.0,2.4444444444444446,1.728395061728395,2.0,6.0,4.0,4.444444444444445,1.728395061728395,5.0,5.0,2.2222222222222223,1.2345679012345678,5.0,2.2222222222222223,1.2345679012345678,5.6
BaCdSnS4,2.58,1.69,2.1228571428571428,2.58,6.0,3.0,2.0,13.142857142857142,3.5102040816326534,16.0,215.0,110.0,131.14285714285714,29.877551020408163,2.0,2.0,2.0,2.0,4.0,2.5714285714285716,1.6326530612244898,2.0,14.0,12.0,7.428571428571429,3.183673469387755,4.0,4.0,1.7142857142857142,0.9795918367346939,4.0,1.7142857142857142,0.9795918367346939,2.3
BaCu2SnSe4,2.55,1.6599999999999997,2.1062499999999997,2.55,6.0,2.0,2.0,12.75,3.5625,16.0,215.0,95.0,137.25,19.875,1.0,2.0,1.75,2.0,4.0,2.25,1.75,2.0,16.0,14.0,12.75,3.5625,4.0,4.0,1.5,1.125,4.0,1.75,0.8125,0.48
BaCuSbS3,2.58,1.69,2.0966666666666667,2.58,6.0,3.0,2.0,12.666666666666666,4.111111111111112,16.0,215.0,110.0,133.5,29.0,1.0,2.0,1.8333333333333333,2.0,4.0,2.5,1.6666666666666667,2.0,15.0,13.0,7.666666666666667,3.5555555555555554,3.0,3.0,1.5,1.0,3.0,1.6666666666666667,0.7777777777777778,2.0
BaCuSbSe3,2.55,1.6599999999999997,2.0816666666666666,2.55,6.0,2.0,2.0,12.666666666666666,4.111111111111112,16.0,215.0,95.0,141.0,24.666666666666668,1.0,2.0,1.8333333333333333,2.0,4.0,2.5,1.6666666666666667,2.0,16.0,14.0,12.666666666666666,4.111111111111112,3.0,3.0,1.5,1.0,3.0,1.6666666666666667,0.7777777777777778,1.6
BaCuTeF,3.98,3.09,2.2175000000000002,0.89,6.0,4.0,2.0,11.5,5.0,2.0,215.0,158.0,135.5,41.0,1.0,2.0,1.75,1.0,5.0,2.25,2.25,2.0,16.0,14.0,9.0,4.5,2.0,2.0,0.75,0.75,2.0,1.0,0.5,2.3
BaGa2GeS6,2.58,1.69,2.2,2.58,6.0,3.0,2.0,13.8,2.6799999999999997,16.0,215.0,110.0,120.9,19.26,2.0,2.0,2.0,2.0,4.0,2.8,1.44,2.0,14.0,12.0,7.8,3.3199999999999994,5.0,5.0,2.6,1.2400000000000002,5.0,2.6,1.2400000000000002,3.23
BaGa2SiS6,2.58,1.69,2.189,2.58,6.0,3.0,2.0,13.8,2.6799999999999997,16.0,215.0,110.0,120.0,19.8,2.0,2.0,2.0,2.0,4.0,2.8,1.44,2.0,13.0,11.0,6.8,2.4799999999999995,5.0,5.0,2.6,1.2400000000000002,5.0,2.6,1.2400000000000002,3.75
BaGa2SiSe6,2.55,1.6599999999999997,2.1710000000000003,2.55,6.0,3.0,2.0,13.8,2.6799999999999997,16.0,215.0,104.0,129.0,17.2,2.0,2.0,2.0,2.0,4.0,2.8,1.44,2.0,16.0,14.0,12.8,3.9199999999999995,5.0,5.0,2.6,1.2400000000000002,5.0,2.6,1.2400000000000002,2.88
BaGa4S7,2.58,1.69,2.1825000000000006,2.58,6.0,3.0,2.0,13.833333333333334,2.5277777777777777,16.0,215.0,110.0,119.83333333333333,17.305555555555554,2.0,2.0,2.0,2.0,4.0,2.6666666666666665,1.5555555555555554,2.0,13.0,11.0,8.0,3.3333333333333335,5.0,5.0,2.8333333333333335,1.4444444444444446,5.0,2.8333333333333335,1.4444444444444446,3.54
BaGa4Se7,2.55,1.6599999999999997,2.1649999999999996,2.55,6.0,2.0,2.0,13.833333333333334,2.5277777777777777,16.0,215.0,95.0,128.58333333333334,14.402777777777786,2.0,2.0,2.0,2.0,4.0,2.6666666666666665,1.5555555555555554,2.0,16.0,14.0,13.833333333333334,2.5277777777777777,5.0,5.0,2.8333333333333335,1.4444444444444446,5.0,2.8333333333333335,1.4444444444444446,2.64
BaGe2,2.01,1.1199999999999997,1.6366666666666665,2.01,6.0,2.0,2.0,10.0,5.333333333333333,14.0,215.0,95.0,151.66666666666666,42.22222222222222,2.0,2.0,2.0,2.0,2.0,1.3333333333333333,0.888888888888889,2.0,14.0,12.0,10.0,5.333333333333333,4.0,4.0,2.6666666666666665,1.777777777777778,4.0,2.6666666666666665,1.777777777777778,1.0
BaGe4(IrS3)2,2.58,1.69,2.2161538461538464,2.58,6.0,3.0,2.0,13.23076923076923,3.0295857988165684,16.0,215.0,110.0,123.61538461538461,19.40828402366864,2.0,2.0,2.0,2.0,4.0,2.4615384615384617,1.4201183431952662,2.0,23.0,21.0,10.76923076923077,5.7514792899408285,4.0,4.0,2.1538461538461537,1.136094674556213,4.0,2.6153846153846154,0.970414201183432,1.54
BaGe4(IrSe3)2,2.55,1.6599999999999997,2.2023076923076923,2.55,6.0,2.0,2.0,13.23076923076923,3.0295857988165684,16.0,215.0,95.0,130.53846153846155,16.213017751479295,2.0,2.0,2.0,2.0,4.0,2.4615384615384617,1.4201183431952662,2.0,23.0,21.0,15.384615384615385,2.9112426035502965,4.0,4.0,2.1538461538461537,1.136094674556213,4.0,2.6153846153846154,0.970414201183432,1.33
BaGe4(RhSe3)2,2.55,1.6599999999999997,2.2146153846153847,2.55,6.0,2.0,2.0,13.23076923076923,3.0295857988165684,16.0,215.0,95.0,130.69230769230768,16.44970414201183,1.0,2.0,1.8461538461538463,2.0,4.0,2.4615384615384617,1.4201183431952662,2.0,16.0,14.0,13.23076923076923,3.0295857988165684,4.0,4.0,2.1538461538461537,1.136094674556213,4.0,2.6153846153846154,0.970414201183432,1.09
BaHgS2,2.58,1.69,2.0125,2.58,6.0,3.0,2.0,11.5,4.75,16.0,215.0,110.0,139.25,37.875,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,26.0,24.0,10.0,8.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.93
BaHgSe2,2.55,1.6599999999999997,1.9975,2.55,6.0,2.0,2.0,11.5,4.75,16.0,215.0,95.0,146.75,34.125,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,26.0,24.0,15.0,6.5,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.56
BaIn2(P2O7)2,3.44,2.55,2.9223809523809523,3.44,6.0,4.0,2.0,14.857142857142858,1.5782312925170066,16.0,215.0,149.0,88.14285714285714,29.523809523809526,2.0,2.0,2.0,2.0,4.0,3.3333333333333335,0.8888888888888887,2.0,13.0,11.0,6.285714285714286,1.2789115646258502,5.0,5.0,2.380952380952381,0.7346938775510203,5.0,2.380952380952381,0.7346938775510203,3.97
BaLa2In2S7,2.58,1.69,2.0591666666666666,2.58,6.0,3.0,2.0,12.166666666666666,4.75,16.0,215.0,110.0,137.33333333333334,37.72222222222222,2.0,2.0,2.0,2.0,4.0,2.5,1.75,2.0,13.0,11.0,6.333333333333333,2.2222222222222223,5.0,5.0,2.0,1.0,9.0,3.5,2.3333333333333335,1.87
BaLa2In2Se7,2.55,1.6599999999999997,2.0416666666666665,2.55,6.0,2.0,2.0,12.166666666666666,4.75,16.0,215.0,95.0,146.08333333333334,31.79166666666667,2.0,2.0,2.0,2.0,4.0,2.5,1.75,2.0,16.0,14.0,12.166666666666666,4.75,5.0,5.0,2.0,1.0,9.0,3.5,2.3333333333333335,1.66
BaLa2Te5O14,3.44,2.55,2.8068181818181817,3.44,6.0,4.0,2.0,14.181818181818182,3.1404958677685952,16.0,215.0,149.0,101.95454545454545,45.760330578512395,2.0,2.0,2.0,2.0,4.0,3.4545454545454546,0.9421487603305785,2.0,16.0,14.0,7.818181818181818,3.7190082644628095,2.0,2.0,1.7272727272727273,0.47107438016528924,9.0,2.5454545454545454,1.1735537190082646,3.81
BaNa2GeS4,2.58,1.69,1.885,2.58,6.0,3.0,1.0,10.25,6.6875,16.0,215.0,110.0,135.875,34.84375,1.0,2.0,1.75,2.0,4.0,2.25,1.75,1.0,14.0,13.0,5.25,2.9375,4.0,4.0,1.5,1.125,4.0,1.75,0.8125,3.7
BaNa2GeSe4,2.55,1.6599999999999997,1.8699999999999999,2.55,6.0,3.0,1.0,10.25,6.6875,16.0,215.0,95.0,143.375,29.21875,1.0,2.0,1.75,2.0,4.0,2.25,1.75,1.0,16.0,15.0,10.25,6.6875,4.0,4.0,1.5,1.125,4.0,1.75,0.8125,2.25
BaNa2SnS4,2.58,1.69,1.8787500000000001,2.58,6.0,3.0,1.0,10.25,6.6875,16.0,215.0,110.0,138.25,33.25,1.0,2.0,1.75,2.0,4.0,2.25,1.75,1.0,14.0,13.0,5.25,2.9375,4.0,4.0,1.5,1.125,4.0,1.75,0.8125,3.27
BaNa2SnSe4,2.55,1.6599999999999997,1.86375,2.55,6.0,3.0,1.0,10.25,6.6875,16.0,215.0,95.0,145.75,27.4375,1.0,2.0,1.75,2.0,4.0,2.25,1.75,1.0,16.0,15.0,10.25,6.6875,4.0,4.0,1.5,1.125,4.0,1.75,0.8125,2.46
BaNaB5O9,3.44,2.55,2.6862500000000002,3.44,6.0,4.0,1.0,13.25,3.09375,16.0,215.0,149.0,87.1875,25.828125,1.0,2.0,1.9375,2.0,4.0,2.5625,1.6171875,1.0,6.0,5.0,4.5,1.6875,5.0,5.0,2.6875,1.4453125,5.0,2.75,1.40625,4.78
BaO,3.44,2.55,2.165,0.89,6.0,4.0,2.0,9.0,7.0,2.0,215.0,149.0,140.5,74.5,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,6.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,4.8
BaPd(IO3)4,3.44,2.55,3.0561111111111114,3.44,6.0,4.0,2.0,15.11111111111111,2.0246913580246915,16.0,215.0,149.0,94.55555555555556,38.07407407407407,0.0,2.0,1.8888888888888888,2.0,5.0,3.7777777777777777,0.8395061728395062,2.0,17.0,15.0,8.444444444444445,3.9753086419753085,2.0,2.0,1.5555555555555556,0.5925925925925927,2.0,1.5555555555555556,0.5925925925925927,1.97
BaPdSe6,2.55,1.6599999999999997,2.29875,2.55,6.0,2.0,2.0,13.5,3.75,16.0,215.0,95.0,134.25,21.375,0.0,2.0,1.75,2.0,4.0,3.0,1.5,2.0,16.0,14.0,13.5,3.75,2.0,2.0,1.5,0.75,2.0,1.5,0.75,2.15
BaPrO3,3.44,2.55,2.468,3.44,6.0,4.0,2.0,10.6,6.480000000000001,16.0,215.0,149.0,123.2,68.64000000000001,2.0,2.0,2.0,2.0,4.0,2.4,1.9200000000000004,2.0,6.0,4.0,5.0,1.2,2.0,2.0,1.2,0.9600000000000002,11.0,3.4,3.04,2.0
BaReH9,2.2,1.31,2.0536363636363637,2.2,6.0,5.0,1.0,1.6363636363636365,1.0413223140495869,1.0,215.0,184.0,58.63636363636363,45.22314049586777,1.0,2.0,1.1818181818181819,1.0,0.0,0.0,0.0,1.0,21.0,20.0,2.909090909090909,3.289256198347108,0.0,0.0,0.0,0.0,5.0,1.2727272727272727,0.6776859504132231,3.44
BaS,2.58,1.69,1.735,0.89,6.0,3.0,2.0,9.0,7.0,2.0,215.0,110.0,160.0,55.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,6.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,3.88
BaSi2,1.9,1.0099999999999998,1.5633333333333332,1.9,6.0,3.0,2.0,10.0,5.333333333333333,14.0,215.0,104.0,145.66666666666666,46.22222222222222,2.0,2.0,2.0,2.0,2.0,1.3333333333333333,0.888888888888889,2.0,4.0,2.0,3.3333333333333335,0.8888888888888888,4.0,4.0,2.6666666666666665,1.777777777777778,4.0,2.6666666666666665,1.777777777777778,1.3
BaSn2S5,2.58,1.69,2.21375,2.58,6.0,3.0,2.0,13.75,2.9375,16.0,215.0,110.0,127.25,27.8125,2.0,2.0,2.0,2.0,4.0,3.0,1.25,2.0,14.0,12.0,7.5,3.25,4.0,4.0,2.25,0.875,4.0,2.25,0.875,2.35
BaSnO3,3.44,2.55,2.634,3.44,6.0,4.0,2.0,12.8,4.319999999999999,16.0,215.0,149.0,110.4,53.279999999999994,2.0,2.0,2.0,2.0,4.0,2.8,1.44,2.0,14.0,12.0,6.8,2.88,4.0,4.0,2.0,0.8,4.0,2.0,0.8,3.1
BaTaNO2,3.44,2.55,2.4619999999999997,3.44,6.0,4.0,2.0,10.8,5.84,16.0,215.0,149.0,117.6,59.92,2.0,2.0,2.0,2.0,4.0,2.2,1.7600000000000002,2.0,19.0,17.0,7.6,4.5600000000000005,3.0,3.0,1.4,1.12,7.0,2.8,1.7600000000000002,1.78
BaTe,2.1,1.21,1.495,0.89,6.0,1.0,2.0,9.0,7.0,2.0,215.0,77.0,176.5,38.5,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,16.0,14.0,9.0,7.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,3.4
BaTeMo2O9,3.44,2.55,2.9438461538461542,3.44,6.0,4.0,2.0,13.384615384615385,4.023668639053255,16.0,215.0,149.0,96.53846153846153,42.28402366863905,1.0,2.0,1.8461538461538463,2.0,4.0,3.076923076923077,1.4201183431952662,2.0,16.0,14.0,6.461538461538462,1.4674556213017753,2.0,2.0,1.5384615384615385,0.7100591715976331,6.0,2.4615384615384617,1.0887573964497042,3.12
BaUSe3,2.55,1.6599999999999997,1.984,2.55,7.0,3.0,2.0,10.6,6.480000000000001,16.0,215.0,95.0,154.2,41.04,2.0,2.0,2.0,2.0,4.0,2.4,1.9200000000000004,2.0,16.0,14.0,11.2,5.76,2.0,2.0,1.2,0.9600000000000002,20.0,5.2,5.92,1.0
BaV2SeO8,3.44,2.55,2.8516666666666666,3.44,6.0,4.0,2.0,13.0,4.5,16.0,215.0,149.0,97.41666666666667,41.88888888888889,2.0,2.0,2.0,2.0,4.0,3.0,1.5,2.0,16.0,14.0,6.333333333333333,1.611111111111111,2.0,2.0,1.5,0.75,7.0,2.6666666666666665,1.4444444444444444,2.13
BaZnGeSe4,2.55,1.6599999999999997,2.107142857142857,2.55,6.0,2.0,2.0,13.142857142857142,3.5102040816326534,16.0,215.0,95.0,133.85714285714286,23.18367346938776,2.0,2.0,2.0,2.0,4.0,2.5714285714285716,1.6326530612244898,2.0,16.0,14.0,13.142857142857142,3.5102040816326534,4.0,4.0,1.7142857142857142,0.9795918367346939,4.0,1.7142857142857142,0.9795918367346939,2.46
BaZnSO,3.44,2.55,2.14,0.89,6.0,4.0,2.0,11.5,4.75,2.0,215.0,149.0,127.0,44.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,12.0,10.0,6.5,2.75,2.0,2.0,1.0,1.0,2.0,1.0,1.0,3.9
BaZnSiSe4,2.55,1.6599999999999997,2.091428571428571,2.55,6.0,3.0,2.0,13.142857142857142,3.5102040816326534,16.0,215.0,104.0,132.57142857142858,23.551020408163275,2.0,2.0,2.0,2.0,4.0,2.5714285714285716,1.6326530612244898,2.0,16.0,14.0,11.714285714285714,4.979591836734694,4.0,4.0,1.7142857142857142,0.9795918367346939,4.0,1.7142857142857142,0.9795918367346939,2.71
Be3N2,3.04,1.47,2.158,1.57,2.0,0.0,2.0,7.2,6.24,2.0,96.0,25.0,86.0,12.0,2.0,2.0,2.0,2.0,3.0,1.2,1.44,2.0,5.0,3.0,3.2,1.44,3.0,3.0,1.2,1.44,3.0,1.2,1.44,3.8
Be3Sb2,2.05,0.47999999999999976,1.7619999999999998,1.57,5.0,3.0,2.0,7.2,6.24,2.0,139.0,43.0,113.2,20.64,2.0,2.0,2.0,2.0,3.0,1.2,1.44,2.0,15.0,13.0,7.2,6.24,3.0,3.0,1.2,1.44,3.0,1.2,1.44,0.67
BeO,3.44,1.8699999999999999,2.505,1.57,2.0,0.0,2.0,9.0,7.0,2.0,96.0,30.0,81.0,15.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,6.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,10.39
BeS,2.58,1.01,2.075,1.57,3.0,1.0,2.0,9.0,7.0,2.0,105.0,9.0,100.5,4.5,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,6.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,4.17
BeSe,2.55,0.9799999999999998,2.06,1.57,4.0,2.0,2.0,9.0,7.0,2.0,120.0,24.0,108.0,12.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,16.0,14.0,9.0,7.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0
BeTe,2.1,0.53,1.835,1.57,5.0,3.0,2.0,9.0,7.0,2.0,138.0,42.0,117.0,21.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,16.0,14.0,9.0,7.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.89
Bi0.002Te0.003Pb0.999Se0.999,2.55,0.5299999999999998,2.439071392910634,2.33,6.0,2.0,14.0,15.001497753369945,0.9990007499983176,14.0,148.0,28.0,133.02246630054918,12.989958895904769,2.0,2.0,2.0,2.0,2.0,3.001497753369945,0.9990007499983176,16.0,29.0,13.0,21.99800299550674,6.000997505239893,4.0,2.0,2.998502246630055,0.9990007499983176,4.0,2.998502246630055,0.9990007499983176,0.79
Bi0.04Te0.06Pb0.98Se0.98,2.55,0.5299999999999998,2.421941747572815,2.33,6.0,2.0,14.0,15.029126213592233,0.9802997454991045,14.0,148.0,28.0,133.4368932038835,12.784616834762936,2.0,2.0,2.0,2.0,2.0,3.029126213592233,0.9802997454991045,16.0,29.0,13.0,21.961165048543688,6.0190404373645015,4.0,2.0,2.970873786407767,0.9802997454991045,4.0,2.970873786407767,0.9802997454991045,0.28
Bi0.2Sb1.8Te3,2.1,0.08000000000000007,2.0788,2.1,6.0,1.0,15.0,15.6,0.4800000000000001,16.0,148.0,10.0,138.76,0.9119999999999981,2.0,2.0,2.0,2.0,1.0,3.6,0.4800000000000001,15.0,29.0,14.0,16.16,1.0272000000000001,3.0,1.0,2.4,0.4800000000000001,3.0,2.4,0.4800000000000001,0.28
Bi0.2Te0.3Pb0.9Se0.9,2.55,0.5299999999999998,2.359130434782609,2.33,6.0,2.0,14.0,15.130434782608695,0.9073724007561437,14.0,148.0,28.0,134.95652173913044,11.705103969754253,2.0,2.0,2.0,2.0,2.0,3.130434782608696,0.9073724007561437,16.0,29.0,13.0,21.82608695652174,6.079395085066164,4.0,2.0,2.8695652173913047,0.9073724007561437,4.0,2.8695652173913047,0.9073724007561437,0.25
Bi0.4Sb1.6Te3,2.1,0.08000000000000007,2.0776000000000003,2.1,6.0,1.0,15.0,15.6,0.4800000000000001,16.0,148.0,10.0,139.12,1.4208000000000038,2.0,2.0,2.0,2.0,1.0,3.6,0.48,15.0,29.0,14.0,16.72,1.9647999999999992,3.0,1.0,2.4,0.48,3.0,2.4,0.48,0.21
Bi0.4Te0.6Pb0.8Se0.8,2.55,0.5299999999999998,2.296923076923077,2.33,6.0,2.0,14.0,15.23076923076923,0.8284023668639054,14.0,148.0,28.0,136.46153846153845,10.130177514792903,2.0,2.0,2.0,2.0,2.0,3.230769230769231,0.8284023668639052,16.0,29.0,13.0,21.692307692307693,6.1301775147929,4.0,2.0,2.7692307692307696,0.8284023668639054,4.0,2.7692307692307696,0.8284023668639054,0.22
Bi0.6Sb1.4Te3,2.1,0.08000000000000007,2.0764000000000005,2.1,6.0,1.0,15.0,15.6,0.4800000000000001,16.0,148.0,10.0,139.48,2.0447999999999924,2.0,2.0,2.0,2.0,1.0,3.6,0.48,15.0,29.0,14.0,17.28,2.8128000000000006,3.0,1.0,2.4,0.48,3.0,2.4,0.48,0.2
Bi1.4Sb0.6Te3,2.1,0.08000000000000007,2.0716,2.1,6.0,1.0,15.0,15.6,0.4800000000000001,16.0,148.0,10.0,140.92,3.964799999999994,2.0,2.0,2.0,2.0,1.0,3.6,0.48,15.0,29.0,14.0,19.52,5.3088,3.0,1.0,2.4,0.48,3.0,2.4,0.48,0.17
Bi1.6Sb0.4Te3,2.1,0.08000000000000007,2.0704000000000002,2.1,6.0,1.0,15.0,15.6,0.4800000000000001,16.0,148.0,10.0,141.28000000000003,4.300800000000011,2.0,2.0,2.0,2.0,1.0,3.6,0.48,15.0,29.0,14.0,20.080000000000002,5.708800000000001,3.0,1.0,2.4,0.48,3.0,2.4,0.48,0.16
Bi1.8Sb0.2Te3,2.1,0.08000000000000007,2.0692,2.1,6.0,1.0,15.0,15.6,0.4800000000000001,16.0,148.0,10.0,141.64000000000001,4.579200000000005,2.0,2.0,2.0,2.0,1.0,3.6,0.4800000000000001,15.0,29.0,14.0,20.64,6.0192000000000005,3.0,1.0,2.4,0.4800000000000001,3.0,2.4,0.4800000000000001,0.15
Bi1.98Sb0.02Te3,2.1,0.08000000000000007,2.0681200000000004,2.1,6.0,1.0,15.0,15.6,0.4800000000000001,16.0,148.0,10.0,141.964,4.780512,2.0,2.0,2.0,2.0,1.0,3.6,0.48,15.0,29.0,14.0,21.144,6.221952,3.0,1.0,2.4,0.48,3.0,2.4,0.48,0.14
