composition,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData mode Electronegativity,MagpieData maximum Row,MagpieData range Row,MagpieData minimum Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData mean NsValence,MagpieData mode NsValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData maximum NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,gap expt
RbMn4In5Se12,2.55,1.73,2.1145454545454543,2.55,5.0,1.0,1.0,13.0,3.272727272727273,16.0,220.0,100.0,133.0,14.181818181818182,1.0,2.0,1.9545454545454546,2.0,4.0,2.409090909090909,1.7355371900826448,1.0,16.0,15.0,13.0,3.272727272727273,5.0,5.0,2.227272727272727,1.2603305785123966,5.0,3.1818181818181817,1.487603305785124,1.76
K4Hf3Se14,2.55,1.73,2.0419047619047617,2.55,6.0,2.0,1.0,11.428571428571429,6.095238095238095,16.0,203.0,83.0,143.66666666666666,31.55555555555555,1.0,2.0,1.8095238095238095,2.0,4.0,2.6666666666666665,1.7777777777777775,1.0,18.0,17.0,13.428571428571429,4.73469387755102,2.0,2.0,1.3333333333333333,0.8888888888888887,8.0,2.6666666666666665,1.5238095238095237,2.02
Ga1As0.99P0.01,2.19,0.3799999999999999,1.9950500000000002,1.81,4.0,1.0,13.0,14.0,1.0,13.0,122.0,15.0,120.44,1.5599999999999998,2.0,2.0,2.0,2.0,2.0,1.9999999999999998,1.0,5.0,15.0,10.0,13.950000000000001,1.0395,5.0,2.0,4.0,1.0,5.0,4.0,1.0,1.37
TeI,2.66,0.56,2.38,2.1,5.0,0.0,16.0,16.5,0.5,16.0,139.0,1.0,138.5,0.5,2.0,2.0,2.0,2.0,1.0,4.5,0.5,16.0,17.0,1.0,16.5,0.5,2.0,1.0,1.5,0.5,2.0,1.5,0.5,1.1
CuSbSe2,2.55,0.6499999999999999,2.2624999999999997,2.55,5.0,1.0,11.0,14.5,1.75,16.0,139.0,19.0,127.75,7.75,1.0,2.0,1.75,2.0,4.0,2.75,1.375,11.0,16.0,5.0,14.5,1.75,3.0,3.0,1.75,0.875,3.0,2.0,0.5,1.05
Cs3Sb2I9,2.66,1.87,2.172142857142857,2.66,6.0,1.0,1.0,13.285714285714286,5.2653061224489806,17.0,244.0,105.0,161.5,35.357142857142854,1.0,2.0,1.7857142857142858,2.0,5.0,3.642857142857143,1.7448979591836735,1.0,17.0,16.0,13.285714285714286,5.2653061224489806,3.0,3.0,1.0714285714285714,0.5510204081632653,3.0,1.2857142857142858,0.489795918367347,1.89
RbNb4Br11,2.96,2.14,2.48625,2.96,5.0,1.0,1.0,13.0,5.5,17.0,220.0,100.0,137.25,23.71875,1.0,2.0,1.6875,2.0,5.0,3.4375,2.1484375,1.0,17.0,16.0,13.0,5.5,1.0,1.0,0.6875,0.4296875,7.0,2.5,2.25,0.46
Zn0.6Ga0.4As0.4Se0.6,2.55,0.8999999999999999,2.058,1.65,4.0,0.0,12.0,14.0,1.6,12.0,122.0,3.0,120.8,1.2,2.0,2.0,2.0,2.0,4.0,2.0,1.6,12.0,16.0,4.0,14.0,1.6,5.0,5.0,2.2,1.44,5.0,2.2,1.44,1.8
Cd0.01In0.99Te0.01As0.99,2.18,0.4900000000000002,1.9791500000000002,1.78,5.0,1.0,12.0,14.0,1.01,13.0,144.0,25.0,130.60500000000002,11.48895,2.0,2.0,2.0,2.0,4.0,2.0,1.01,12.0,16.0,4.0,14.0,1.01,5.0,5.0,3.9699999999999998,1.0197,5.0,3.9699999999999998,1.0197,0.76
AsOsS,2.58,0.3999999999999999,2.3200000000000003,2.18,6.0,3.0,8.0,13.0,3.3333333333333335,8.0,144.0,39.0,122.66666666666667,14.222222222222223,2.0,2.0,2.0,2.0,4.0,2.3333333333333335,1.5555555555555554,6.0,22.0,16.0,14.333333333333334,5.5555555555555545,3.0,3.0,1.6666666666666667,1.111111111111111,4.0,3.0,0.6666666666666666,1.3
LiZnBO3,3.44,2.46,2.4983333333333335,3.44,4.0,2.0,1.0,12.333333333333334,3.888888888888889,16.0,128.0,62.0,88.66666666666667,24.222222222222225,1.0,2.0,1.8333333333333333,2.0,4.0,2.1666666666666665,1.8333333333333333,1.0,12.0,11.0,5.666666666666667,2.4444444444444446,5.0,5.0,1.8333333333333333,1.2222222222222223,5.0,2.0,1.0,3.1
Ca2SnS4,2.58,1.58,2.04,2.58,5.0,2.0,2.0,11.714285714285714,5.551020408163266,16.0,176.0,71.0,130.14285714285714,28.73469387755102,2.0,2.0,2.0,2.0,4.0,2.5714285714285716,1.6326530612244898,2.0,14.0,12.0,6.0,2.2857142857142856,4.0,4.0,1.7142857142857142,0.9795918367346939,4.0,1.7142857142857142,0.9795918367346939,2.32
Bi4Pb7Se13,2.55,0.5299999999999998,2.3975,2.55,6.0,2.0,14.0,15.25,0.8125,16.0,148.0,28.0,132.25,13.270833333333334,2.0,2.0,2.0,2.0,2.0,3.25,0.8125,16.0,29.0,13.0,21.666666666666668,6.138888888888889,4.0,2.0,2.75,0.8125,4.0,2.75,0.8125,0.29
LiInSnS4,2.58,1.6,2.1485714285714286,2.58,5.0,3.0,1.0,13.142857142857142,3.5102040816326534,16.0,142.0,37.0,118.42857142857143,15.346938775510205,1.0,2.0,1.8571428571428572,2.0,4.0,2.7142857142857144,1.4693877551020407,1.0,14.0,13.0,7.428571428571429,3.4693877551020407,5.0,5.0,2.4285714285714284,1.1836734693877549,5.0,2.5714285714285716,1.1020408163265307,2.3
PRuS,2.58,0.3900000000000001,2.3233333333333337,2.19,5.0,2.0,8.0,13.0,3.3333333333333335,8.0,146.0,41.0,119.33333333333333,17.777777777777775,1.0,2.0,1.6666666666666667,1.0,4.0,2.3333333333333335,1.5555555555555554,5.0,8.0,3.0,6.333333333333333,1.111111111111111,3.0,3.0,1.6666666666666667,1.111111111111111,4.0,3.0,0.6666666666666666,1.4
La4Fe(SbSe5)2,2.55,1.4499999999999997,2.107647058823529,2.55,6.0,2.0,3.0,12.352941176470589,4.913494809688581,16.0,207.0,87.0,143.41176470588235,29.923875432525946,2.0,2.0,2.0,2.0,4.0,2.7058823529411766,1.5916955017301038,3.0,16.0,13.0,12.352941176470589,4.913494809688581,3.0,3.0,1.5294117647058822,0.8996539792387543,9.0,3.8823529411764706,2.422145328719723,0.85
Cs2Cd3(B4O7)4,3.44,2.65,2.767551020408163,3.44,6.0,4.0,1.0,14.16326530612245,2.099125364431487,16.0,244.0,178.0,83.91836734693878,20.478134110787174,1.0,2.0,1.9591836734693877,2.0,4.0,2.6122448979591835,1.5860058309037903,1.0,12.0,11.0,5.183673469387755,1.7675968346522284,5.0,5.0,2.7755102040816326,1.4527280299875052,5.0,2.816326530612245,1.4260724698042482,4.76
CsBi2,2.02,1.23,1.61,2.02,6.0,0.0,1.0,10.333333333333334,6.222222222222221,15.0,244.0,96.0,180.0,42.666666666666664,1.0,2.0,1.6666666666666667,2.0,3.0,2.0,1.3333333333333333,1.0,29.0,28.0,19.666666666666668,12.444444444444443,3.0,3.0,2.0,1.3333333333333333,3.0,2.3333333333333335,0.8888888888888888,0.55
ZrC,2.55,1.2199999999999998,1.94,1.33,5.0,3.0,4.0,9.0,5.0,4.0,175.0,99.0,125.5,49.5,2.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,4.0,0.0,4.0,0.0,4.0,4.0,2.0,2.0,8.0,6.0,2.0,0.6
CeO2,3.44,2.32,2.6666666666666665,3.44,6.0,4.0,3.0,11.666666666666666,5.777777777777779,16.0,204.0,138.0,112.0,61.333333333333336,2.0,2.0,2.0,2.0,4.0,2.6666666666666665,1.777777777777778,4.0,6.0,2.0,5.333333333333333,0.888888888888889,2.0,2.0,1.3333333333333333,0.888888888888889,22.0,8.666666666666666,8.888888888888888,3.41
SrZnSO,3.44,2.49,2.155,0.95,5.0,3.0,2.0,11.5,4.75,2.0,195.0,129.0,122.0,36.5,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,12.0,10.0,6.5,2.75,2.0,2.0,1.0,1.0,2.0,1.0,1.0,3.1
LiF,3.98,3.0,2.48,0.98,2.0,0.0,1.0,9.0,8.0,1.0,128.0,71.0,92.5,35.5,1.0,2.0,1.5,1.0,5.0,2.5,2.5,1.0,7.0,6.0,4.0,3.0,1.0,1.0,0.5,0.5,1.0,1.0,0.0,11.7
Cs2TeBr6,2.96,2.17,2.382222222222222,2.96,6.0,2.0,1.0,13.333333333333334,5.481481481481481,17.0,244.0,124.0,149.55555555555554,41.9753086419753,1.0,2.0,1.7777777777777777,2.0,5.0,3.7777777777777777,1.6790123456790123,1.0,17.0,16.0,13.333333333333334,5.481481481481481,2.0,2.0,0.8888888888888888,0.39506172839506176,2.0,1.1111111111111112,0.1975308641975309,2.12
In2Bi3Se7I,2.66,0.8800000000000001,2.3176923076923077,2.55,6.0,2.0,13.0,15.384615384615385,0.9112426035502957,16.0,148.0,28.0,131.30769230769232,12.177514792899409,2.0,2.0,2.0,2.0,4.0,3.3846153846153846,0.9112426035502958,13.0,29.0,16.0,18.615384615384617,4.792899408284025,5.0,4.0,2.6153846153846154,0.9112426035502958,5.0,2.6153846153846154,0.9112426035502958,1.38
Ba(InS2)2,2.58,1.69,2.11,2.58,6.0,3.0,2.0,13.142857142857142,3.2653061224489797,16.0,215.0,110.0,131.28571428571428,30.04081632653061,2.0,2.0,2.0,2.0,4.0,2.5714285714285716,1.6326530612244898,2.0,13.0,11.0,7.428571428571429,3.183673469387755,5.0,5.0,2.5714285714285716,1.3877551020408165,5.0,2.5714285714285716,1.3877551020408165,3.06
Sm2ZrSe5,2.55,1.38,2.0525,2.55,6.0,2.0,3.0,11.25,5.9375,16.0,198.0,78.0,146.375,32.96875,2.0,2.0,2.0,2.0,4.0,2.5,1.875,4.0,16.0,12.0,12.5,4.375,2.0,2.0,1.25,0.9375,8.0,4.25,2.8125,1.41
Bi7O5F11,3.98,1.96,3.266086956521739,3.98,6.0,4.0,15.0,16.17391304347826,0.7901701323251418,17.0,148.0,91.0,86.65217391304348,37.342155009451794,2.0,2.0,2.0,2.0,2.0,4.173913043478261,0.7901701323251418,6.0,29.0,23.0,13.478260869565217,9.448015122873345,3.0,2.0,1.826086956521739,0.7901701323251417,3.0,1.826086956521739,0.7901701323251417,4.05
Y4US5O3,3.44,2.2199999999999998,2.267692307692308,2.58,7.0,5.0,3.0,11.0,6.153846153846154,16.0,196.0,130.0,129.15384615384616,47.72781065088758,2.0,2.0,2.0,2.0,4.0,2.4615384615384617,1.893491124260355,3.0,6.0,3.0,5.076923076923077,1.2781065088757397,2.0,2.0,1.2307692307692308,0.9467455621301775,20.0,5.538461538461538,4.355029585798817,1.95
BaBiClO2,3.44,2.55,2.59,3.44,6.0,4.0,2.0,13.2,4.48,16.0,215.0,149.0,119.4,49.68,2.0,2.0,2.0,2.0,5.0,3.2,1.3599999999999999,2.0,29.0,27.0,10.0,7.6,3.0,3.0,1.6,0.8800000000000001,3.0,1.6,0.8800000000000001,3.71
CsCd4Ga5Te12,2.1,1.31,1.9000000000000001,2.1,6.0,2.0,1.0,13.909090909090908,2.28099173553719,16.0,244.0,122.0,140.27272727272728,10.785123966942153,1.0,2.0,1.9545454545454546,2.0,4.0,2.409090909090909,1.7355371900826448,1.0,16.0,15.0,13.909090909090908,2.28099173553719,5.0,5.0,2.227272727272727,1.2603305785123966,5.0,2.272727272727273,1.2396694214876034,1.67
Rb4Ag9(SbS3)4,2.58,1.7600000000000002,2.0624137931034485,2.58,5.0,2.0,1.0,12.241379310344827,3.8715814506539834,16.0,220.0,115.0,137.9655172413793,27.281807372175983,1.0,2.0,1.5517241379310345,2.0,4.0,2.0689655172413794,1.854934601664685,1.0,15.0,14.0,8.10344827586207,3.7003567181926273,3.0,3.0,1.2413793103448276,1.1129607609988108,3.0,1.6896551724137931,0.6183115338882282,2.0
Rb3Sb2Br9,2.96,2.14,2.3714285714285714,2.96,5.0,1.0,1.0,13.285714285714286,5.2653061224489806,17.0,220.0,100.0,144.14285714285714,32.51020408163265,1.0,2.0,1.7857142857142858,2.0,5.0,3.642857142857143,1.7448979591836735,1.0,17.0,16.0,13.285714285714286,5.2653061224489806,3.0,3.0,1.0714285714285714,0.5510204081632653,3.0,1.2857142857142858,0.489795918367347,2.48
TiFe2Si,1.9,0.3599999999999999,1.775,1.83,4.0,1.0,4.0,8.5,2.75,8.0,160.0,49.0,133.75,13.125,2.0,2.0,2.0,2.0,2.0,0.5,0.75,4.0,8.0,4.0,6.0,2.0,4.0,4.0,1.0,1.5,8.0,5.0,1.5,0.4
CsInHgS3,2.58,1.79,2.0516666666666667,2.58,6.0,3.0,1.0,12.333333333333334,3.888888888888889,16.0,244.0,139.0,138.83333333333334,36.111111111111114,1.0,2.0,1.8333333333333333,2.0,4.0,2.1666666666666665,1.8333333333333333,1.0,26.0,25.0,9.666666666666666,6.555555555555556,5.0,5.0,1.8333333333333333,1.222222222222222,5.0,2.0,1.0,2.3
BaHgSe2,2.55,1.6599999999999997,1.9975,2.55,6.0,2.0,2.0,11.5,4.75,16.0,215.0,95.0,146.75,34.125,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,26.0,24.0,15.0,6.5,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.56
RbCuSnSe3,2.55,1.73,2.0549999999999997,2.55,5.0,1.0,1.0,12.333333333333334,4.222222222222222,16.0,220.0,100.0,141.83333333333334,26.05555555555556,1.0,2.0,1.6666666666666667,2.0,4.0,2.3333333333333335,1.6666666666666667,1.0,16.0,15.0,12.333333333333334,4.222222222222222,4.0,4.0,1.6666666666666667,1.111111111111111,4.0,2.0,0.6666666666666666,1.04
Sr(PrS2)2,2.58,1.6300000000000001,1.932857142857143,2.58,6.0,3.0,2.0,10.285714285714286,6.530612244897959,16.0,203.0,98.0,145.85714285714286,46.693877551020414,2.0,2.0,2.0,2.0,4.0,2.2857142857142856,1.959183673469388,2.0,6.0,4.0,5.142857142857143,0.9795918367346939,2.0,2.0,1.1428571428571428,0.979591836734694,11.0,4.285714285714286,3.8367346938775513,2.7
Li2TeMoO6,3.44,2.46,2.686,3.44,5.0,3.0,1.0,12.0,5.6,16.0,154.0,88.0,94.4,34.08,1.0,2.0,1.7,2.0,4.0,2.8,1.6800000000000002,1.0,16.0,15.0,6.0,2.0,2.0,2.0,1.4,0.8400000000000001,6.0,2.2,0.7600000000000001,3.5
Na2Zn(SnS3)2,2.58,1.65,2.0827272727272725,2.58,5.0,2.0,1.0,12.545454545454545,4.297520661157025,16.0,166.0,61.0,123.81818181818181,20.859504132231404,1.0,2.0,1.8181818181818181,2.0,4.0,2.5454545454545454,1.586776859504132,1.0,14.0,13.0,7.090909090909091,3.40495867768595,4.0,4.0,1.8181818181818181,0.9917355371900826,4.0,2.0,0.7272727272727273,2.93
Zn0.25Ga0.75P0.75Se0.25,2.55,0.8999999999999999,2.025,1.81,4.0,1.0,12.0,14.0,1.25,13.0,122.0,15.0,116.125,6.84375,2.0,2.0,2.0,2.0,4.0,2.0,1.25,5.0,16.0,11.0,10.25,3.9375,5.0,5.0,3.25,1.3125,5.0,3.25,1.3125,2.18
La2S3,2.58,1.48,1.9880000000000002,2.58,6.0,3.0,3.0,10.8,6.24,16.0,207.0,102.0,145.8,48.96,2.0,2.0,2.0,2.0,4.0,2.4,1.9200000000000004,3.0,6.0,3.0,4.8,1.44,2.0,2.0,1.2,0.9600000000000002,9.0,4.8,3.3599999999999994,2.77
Ga4PbS7,2.58,0.77,2.3025,2.58,6.0,3.0,13.0,14.833333333333334,1.361111111111111,16.0,146.0,41.0,114.08333333333333,10.597222222222221,2.0,2.0,2.0,2.0,3.0,2.8333333333333335,1.3611111111111114,6.0,28.0,22.0,10.166666666666666,4.861111111111112,5.0,3.0,3.1666666666666665,1.3611111111111114,5.0,3.1666666666666665,1.3611111111111114,3.08
Zr1.33Ta0.67N2.61O0.42,3.44,2.11,2.4161232604373764,3.04,6.0,4.0,4.0,10.842942345924454,5.175302064353443,15.0,175.0,109.0,111.26838966202786,49.3491931117075,2.0,2.0,2.0,2.0,4.0,1.8906560636182905,1.50350382792707,4.0,19.0,15.0,6.683896620278332,3.2810295285938462,3.0,3.0,1.723658051689861,1.370702227983985,8.0,4.771371769383699,2.301096008442388,1.93
Sr3Ti2O7,3.44,2.49,2.500833333333333,3.44,5.0,3.0,2.0,10.5,6.416666666666667,16.0,195.0,129.0,113.91666666666667,55.90277777777777,2.0,2.0,2.0,2.0,4.0,2.3333333333333335,1.9444444444444446,2.0,6.0,4.0,4.666666666666667,1.5555555555555554,2.0,2.0,1.1666666666666667,0.9722222222222223,8.0,2.5,1.8333333333333333,3.26
Rb2Cd3S4,2.58,1.7600000000000002,1.8922222222222222,2.58,5.0,2.0,1.0,11.333333333333334,4.592592592592592,16.0,220.0,115.0,143.55555555555554,34.27160493827161,1.0,2.0,1.7777777777777777,2.0,4.0,1.7777777777777777,1.9753086419753088,1.0,12.0,11.0,6.888888888888889,3.4074074074074074,2.0,2.0,0.8888888888888888,0.9876543209876544,2.0,1.1111111111111112,0.7901234567901234,2.92
P2Os,2.2,0.010000000000000231,2.1933333333333334,2.19,6.0,3.0,8.0,12.666666666666666,3.111111111111111,15.0,144.0,37.0,119.33333333333333,16.444444444444443,2.0,2.0,2.0,2.0,3.0,2.0,1.3333333333333333,5.0,22.0,17.0,10.666666666666666,7.5555555555555545,3.0,3.0,2.0,1.3333333333333333,4.0,3.3333333333333335,0.4444444444444445,1.13
Ga0.95Hg0.05Sb0.95Te0.05,2.1,0.29000000000000004,1.936,1.81,6.0,2.0,12.0,14.0,1.05,13.0,139.0,17.0,130.72499999999997,8.288750000000002,2.0,2.0,2.0,2.0,4.0,2.0,1.05,13.0,26.0,13.0,14.35,1.2825,5.0,5.0,3.8499999999999996,1.0924999999999998,5.0,3.8499999999999996,1.0924999999999998,0.69
Cs2ZnSn3Se8,2.55,1.7599999999999998,2.1078571428571427,2.55,6.0,2.0,1.0,13.142857142857142,3.6326530612244903,16.0,244.0,124.0,141.92857142857142,29.16326530612244,1.0,2.0,1.8571428571428572,2.0,4.0,2.7142857142857144,1.4693877551020407,1.0,16.0,15.0,13.142857142857142,3.6326530612244903,4.0,4.0,2.0,0.8571428571428571,4.0,2.142857142857143,0.7959183673469388,2.12
As2Ru,2.2,0.020000000000000018,2.186666666666667,2.18,5.0,1.0,8.0,12.666666666666666,3.111111111111111,15.0,146.0,27.0,128.0,12.0,1.0,2.0,1.6666666666666667,2.0,3.0,2.0,1.3333333333333333,8.0,15.0,7.0,12.666666666666666,3.111111111111111,3.0,3.0,2.0,1.3333333333333333,4.0,3.3333333333333335,0.4444444444444445,0.8
La3GaCuSe7,2.55,1.4499999999999997,2.0716666666666668,2.55,6.0,2.0,3.0,12.083333333333334,4.722222222222222,16.0,207.0,87.0,142.91666666666666,32.041666666666664,1.0,2.0,1.9166666666666667,2.0,4.0,2.4166666666666665,1.847222222222222,3.0,16.0,13.0,12.083333333333334,4.722222222222222,5.0,5.0,1.5833333333333333,1.0555555555555556,9.0,3.9166666666666665,2.7222222222222228,1.36
CeBiW2O9,3.44,2.32,2.9861538461538464,3.44,6.0,4.0,3.0,13.384615384615385,3.8698224852071004,16.0,204.0,138.0,97.6923076923077,43.88165680473373,2.0,2.0,2.0,2.0,4.0,3.0,1.3846153846153846,4.0,29.0,25.0,9.76923076923077,6.106508875739645,3.0,3.0,1.6153846153846154,0.7455621301775147,22.0,4.230769230769231,3.2781065088757395,2.34
KAg2SbS3,2.58,1.7600000000000002,2.067142857142857,2.58,5.0,2.0,1.0,12.285714285714286,3.9591836734693877,16.0,203.0,98.0,135.28571428571428,25.95918367346939,1.0,2.0,1.5714285714285714,2.0,4.0,2.142857142857143,1.836734693877551,1.0,15.0,14.0,8.0,3.7142857142857144,3.0,3.0,1.2857142857142858,1.1020408163265307,3.0,1.7142857142857142,0.6122448979591837,2.1
NaSb(PS3)2,2.58,1.65,2.284,2.58,5.0,2.0,1.0,14.2,2.6400000000000006,16.0,166.0,61.0,114.9,15.040000000000003,1.0,2.0,1.9,2.0,4.0,3.3,0.8400000000000001,1.0,15.0,14.0,6.2,1.7600000000000002,3.0,3.0,2.1,0.54,3.0,2.2,0.4800000000000001,2.17
Ba4Ga4SnSe12,2.55,1.6599999999999997,2.064761904761905,2.55,6.0,2.0,2.0,12.666666666666666,4.063492063492064,16.0,215.0,95.0,139.38095238095238,28.807256235827666,2.0,2.0,2.0,2.0,4.0,2.5714285714285716,1.6326530612244898,2.0,16.0,14.0,12.666666666666666,4.063492063492064,5.0,5.0,2.2857142857142856,1.1972789115646258,5.0,2.2857142857142856,1.1972789115646258,2.16
Si0.98Ge0.02,2.01,0.10999999999999988,1.9022,1.9,4.0,1.0,14.0,13.999999999999998,1.7763568394002505e-15,14.0,120.0,9.0,111.18,0.35280000000000655,2.0,2.0,2.0,2.0,0.0,2.0,0.0,4.0,14.0,10.0,4.2,0.3920000000000002,4.0,0.0,4.0,0.0,4.0,4.0,0.0,1.08
K2Ge2PbS6,2.58,1.7600000000000002,2.1336363636363633,2.58,6.0,3.0,1.0,12.727272727272727,4.264462809917355,16.0,203.0,98.0,129.27272727272728,29.85123966942149,1.0,2.0,1.8181818181818181,2.0,4.0,2.727272727272727,1.3884297520661157,1.0,28.0,27.0,8.545454545454545,5.520661157024793,4.0,4.0,2.1818181818181817,0.9917355371900826,4.0,2.3636363636363638,0.8925619834710745,2.85
LiGa(GeSe3)2,2.55,1.5699999999999998,2.211,2.55,4.0,2.0,1.0,13.8,2.7199999999999998,16.0,128.0,8.0,121.0,1.6,1.0,2.0,1.9,2.0,4.0,2.9,1.3199999999999998,1.0,16.0,15.0,13.8,2.7199999999999998,5.0,5.0,2.5,1.1,5.0,2.6,1.04,2.64
Li2CdGe,2.01,1.0299999999999998,1.415,0.98,5.0,3.0,1.0,7.0,6.0,1.0,144.0,24.0,130.0,7.0,1.0,2.0,1.5,1.0,2.0,0.5,0.75,1.0,14.0,13.0,7.0,6.0,4.0,4.0,1.0,1.5,4.0,1.5,1.25,0.99
In0.72Ga0.28As1,2.18,0.40000000000000013,1.9842000000000002,2.18,5.0,1.0,13.0,14.0,1.0,15.0,142.0,23.0,127.7,10.296000000000001,2.0,2.0,2.0,2.0,2.0,2.0,1.0,13.0,15.0,2.0,14.0,1.0,5.0,2.0,4.0,1.0,5.0,4.0,1.0,0.55
Cs2Hg6S7,2.58,1.79,2.1093333333333333,2.58,6.0,3.0,1.0,12.4,3.36,16.0,244.0,139.0,134.33333333333334,29.24444444444445,1.0,2.0,1.8666666666666667,2.0,4.0,1.8666666666666667,1.991111111111111,1.0,26.0,25.0,13.333333333333334,10.133333333333333,2.0,2.0,0.9333333333333333,0.9955555555555555,2.0,1.0666666666666667,0.8711111111111111,1.63
Gd(InS2)3,2.58,1.3800000000000001,2.202,2.58,6.0,3.0,3.0,13.8,2.6399999999999997,16.0,196.0,91.0,125.2,24.240000000000002,2.0,2.0,2.0,2.0,4.0,2.7,1.56,6.0,13.0,7.0,8.5,3.0,5.0,5.0,2.7,1.3800000000000001,16.0,4.3,2.7600000000000002,1.13
Bi1.98Sb0.02Te3,2.1,0.08000000000000007,2.0681200000000004,2.1,6.0,1.0,15.0,15.6,0.4800000000000001,16.0,148.0,10.0,141.964,4.780512,2.0,2.0,2.0,2.0,1.0,3.6,0.48,15.0,29.0,14.0,21.144,6.221952,3.0,1.0,2.4,0.48,3.0,2.4,0.48,0.14
Ge0.2Pb0.8Se1,2.55,0.54,2.408,2.55,6.0,2.0,14.0,15.0,1.0,16.0,146.0,26.0,130.4,12.480000000000002,2.0,2.0,2.0,2.0,2.0,3.0,1.0,14.0,28.0,14.0,20.6,5.92,4.0,2.0,3.0,1.0,4.0,3.0,1.0,0.35
Rb5Li6(BO2)11,3.44,2.62,2.4568181818181816,3.44,5.0,3.0,1.0,11.5,5.25,16.0,220.0,154.0,96.45454545454545,36.68181818181818,1.0,2.0,1.75,2.0,4.0,2.25,1.75,1.0,6.0,5.0,4.0,2.0,5.0,5.0,2.25,1.375,5.0,2.5,1.25,6.53
Ho(InS2)3,2.58,1.35,2.205,2.58,6.0,3.0,3.0,13.8,2.6399999999999997,16.0,192.0,87.0,124.8,23.759999999999998,2.0,2.0,2.0,2.0,4.0,2.7,1.56,6.0,13.0,7.0,8.8,3.3600000000000003,5.0,5.0,2.7,1.3800000000000001,5.0,3.0,1.2,1.23
Cs2MgGe3Se8,2.55,1.7599999999999998,2.0942857142857143,2.55,6.0,3.0,1.0,12.428571428571429,4.755102040816326,16.0,244.0,124.0,139.21428571428572,30.193877551020414,1.0,2.0,1.8571428571428572,2.0,4.0,2.7142857142857144,1.4693877551020407,1.0,16.0,15.0,12.428571428571429,4.755102040816326,4.0,4.0,2.0,0.8571428571428571,4.0,2.142857142857143,0.7959183673469388,2.04
PbSeO4,3.44,1.1099999999999999,3.106666666666667,3.44,6.0,4.0,14.0,15.666666666666666,0.5555555555555559,16.0,146.0,80.0,88.33333333333333,29.777777777777775,2.0,2.0,2.0,2.0,2.0,3.6666666666666665,0.5555555555555557,6.0,28.0,22.0,11.333333333333334,7.111111111111111,4.0,2.0,2.3333333333333335,0.5555555555555557,4.0,2.3333333333333335,0.5555555555555557,4.3
GePbS3,2.58,0.5700000000000003,2.416,2.58,6.0,3.0,14.0,15.2,0.9600000000000002,16.0,146.0,41.0,116.2,13.440000000000001,2.0,2.0,2.0,2.0,2.0,3.2,0.96,6.0,28.0,22.0,12.0,7.2,4.0,2.0,2.8,0.96,4.0,2.8,0.96,2.4
Ba2GaSe4,2.55,1.6599999999999997,1.97,2.55,6.0,2.0,2.0,11.571428571428571,5.469387755102041,16.0,215.0,95.0,147.42857142857142,38.61224489795917,2.0,2.0,2.0,2.0,4.0,2.4285714285714284,1.7959183673469388,2.0,16.0,14.0,11.571428571428571,5.469387755102041,5.0,5.0,1.8571428571428572,1.0612244897959184,5.0,1.8571428571428572,1.0612244897959184,1.63
K10Sn3(PSe3)8,2.55,1.73,2.062222222222222,2.55,5.0,2.0,1.0,12.355555555555556,5.046913580246913,16.0,203.0,96.0,137.4,29.368888888888893,1.0,2.0,1.7777777777777777,2.0,4.0,2.8,1.3511111111111112,1.0,16.0,15.0,10.577777777777778,6.239999999999999,4.0,4.0,1.8666666666666667,0.8296296296296298,4.0,2.088888888888889,0.5787654320987654,1.82
Cs2Hg3I8,2.66,1.87,2.2199999999999998,2.66,6.0,1.0,1.0,13.384615384615385,4.449704142011834,17.0,244.0,112.0,153.53846153846155,27.834319526627226,1.0,2.0,1.8461538461538463,2.0,5.0,3.076923076923077,2.366863905325444,1.0,26.0,25.0,16.615384615384617,4.804733727810651,1.0,1.0,0.6153846153846154,0.47337278106508873,1.0,0.7692307692307693,0.35502958579881655,2.56
Cd0.99Ga0.01Sb0.01Te0.99,2.1,0.41000000000000014,1.89535,1.69,5.0,1.0,12.0,14.0,1.99,12.0,144.0,22.0,140.89499999999998,3.07395,2.0,2.0,2.0,2.0,4.0,2.0,1.99,12.0,16.0,4.0,14.0,1.99,5.0,5.0,1.03,1.0197,5.0,1.03,1.0197,1.35
