composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData avg_dev Column,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData mode Electronegativity,MagpieData maximum NsValence,MagpieData mean NsValence,MagpieData mode NsValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData maximum NUnfilled,MagpieData mean NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,is_metal
Cs3Sb2Br9,35.0,55.0,20.0,41.57142857142857,8.448979591836734,35.0,5.0,95.0,74.28571428571429,29.693877551020403,95.0,265.8,903.78,637.98,364.60928571428576,154.04877551020414,265.8,5.2653061224489806,120.0,244.0,124.0,149.28571428571428,40.59183673469387,120.0,2.96,2.17,2.3649999999999998,2.96,2.0,1.7857142857142858,2.0,1.0,17.0,16.0,13.285714285714286,5.2653061224489806,17.0,3.0,1.2857142857142858,29.48,115.765,48.26678571428572,28.92780612244898,29.48,64.0,229.0,False
Hf2Hg,72.0,80.0,8.0,74.66666666666667,3.555555555555557,72.0,45.0,71.0,53.666666666666664,11.555555555555555,45.0,234.32,2506.0,2271.68,1748.7733333333333,1009.6355555555556,2506.0,3.555555555555556,132.0,175.0,43.0,160.66666666666666,19.111111111111114,175.0,2.0,0.7,1.5333333333333332,1.3,2.0,2.0,2.0,18.0,26.0,8.0,20.666666666666668,3.555555555555556,18.0,8.0,5.333333333333333,22.2,25.2375862069,23.21252873563333,1.3500383141777779,22.2,166.0,194.0,True
LiTaO3,3.0,73.0,70.0,20.0,21.2,8.0,1.0,87.0,62.0,30.0,87.0,54.8,3290.0,3235.2,781.618,1003.3528,54.8,6.24,66.0,170.0,104.0,99.2,39.839999999999996,66.0,3.44,2.46,2.56,3.44,2.0,1.8,2.0,1.0,19.0,18.0,7.6,4.56,6.0,7.0,2.8,9.105,18.12,12.40566666666,3.9607999999919996,9.105,12.0,229.0,False
NdBRh3,5.0,60.0,55.0,40.0,14.0,45.0,19.0,72.0,53.6,13.839999999999998,59.0,1294.0,2348.0,1054.0,2070.6,310.64000000000004,2237.0,2.24,84.0,201.0,117.0,142.2,23.519999999999992,142.0,2.28,1.14,2.004,2.28,2.0,1.4,1.0,3.0,9.0,6.0,7.2,2.16,9.0,10.0,4.8,7.1725,34.81,16.5805,7.2918,13.64,166.0,225.0,True
AuBrO2,8.0,79.0,71.0,32.5,24.5,8.0,66.0,95.0,83.75,8.875,87.0,54.8,1337.33,1282.53,428.18249999999995,454.57374999999996,54.8,2.0,66.0,136.0,70.0,97.0,31.0,66.0,3.44,0.8999999999999999,3.0949999999999998,3.44,2.0,1.75,2.0,6.0,25.0,19.0,13.5,7.5,6.0,2.0,1.5,9.105,29.48,16.0975,6.9925,9.105,12.0,225.0,True
K6Cd4Sn3Se13,19.0,50.0,31.0,34.53846153846154,7.710059171597635,34.0,3.0,89.0,65.1923076923077,28.70414201183432,89.0,336.53,594.22,257.69000000000005,474.3576923076923,63.61278106508878,494.0,4.934911242603551,120.0,203.0,83.0,145.03846153846155,26.751479289940832,120.0,2.55,1.73,1.9503846153846152,2.55,2.0,1.7692307692307692,2.0,1.0,16.0,15.0,11.692307692307692,4.934911242603551,16.0,4.0,1.6923076923076923,19.495,73.1066666667,36.67057692308462,16.816656804745563,25.92,14.0,229.0,False
Ba7(SnS3)5,16.0,56.0,40.0,32.666666666666664,18.51851851851852,16.0,9.0,88.0,66.03703703703704,29.574759945130314,88.0,388.36,1000.0,611.64,568.5481481481481,223.71577503429356,388.36,5.185185185185185,105.0,215.0,110.0,139.8148148148148,38.98491083676269,105.0,2.58,1.69,2.027037037037037,2.58,2.0,2.0,2.0,2.0,14.0,12.0,6.444444444444445,2.7983539094650207,6.0,4.0,1.8518518518518519,25.786875,63.59,36.97622685185185,13.799734224965707,25.786875,70.0,229.0,False
InCuGeSe4,29.0,49.0,20.0,35.142857142857146,3.95918367346939,34.0,64.0,89.0,82.0,8.0,89.0,429.75,1357.77,928.02,710.7028571428572,327.93265306122447,494.0,1.6326530612244898,120.0,142.0,22.0,124.85714285714286,6.938775510204083,120.0,2.55,0.7699999999999998,2.27,2.55,2.0,1.8571428571428572,2.0,11.0,16.0,5.0,14.571428571428571,1.6326530612244898,16.0,5.0,2.5714285714285716,11.07,25.92,23.145,3.4900000000000015,25.92,14.0,225.0,False
MgMnRh2,12.0,45.0,33.0,31.75,13.25,45.0,52.0,68.0,59.5,4.25,59.0,923.0,2237.0,1314.0,1729.0,508.0,2237.0,2.375,139.0,142.0,3.0,141.0,1.0,142.0,2.28,0.9699999999999998,1.855,2.28,2.0,1.5,1.0,2.0,9.0,7.0,6.75,2.375,9.0,5.0,2.75,10.4875862069,22.89,15.164396551725,3.8628017241375,13.64,194.0,225.0,True
SnTe,50.0,52.0,2.0,51.0,1.0,50.0,80.0,90.0,85.0,5.0,80.0,505.08,722.66,217.57999999999998,613.87,108.78999999999999,505.08,1.0,138.0,139.0,1.0,138.5,0.5,138.0,2.1,0.14000000000000012,2.0300000000000002,1.96,2.0,2.0,2.0,14.0,16.0,2.0,15.0,1.0,14.0,4.0,3.0,33.285,34.7633333333,34.02416666665,0.7391666666500001,33.285,141.0,152.0,False
Sm(NiSn)2,28.0,62.0,34.0,43.6,12.48,28.0,23.0,80.0,61.0,15.2,61.0,505.08,1728.0,1222.92,1162.232,525.7216000000001,505.08,3.04,124.0,198.0,74.0,144.8,21.28000000000001,124.0,1.96,0.79,1.782,1.91,2.0,2.0,2.0,8.0,14.0,6.0,11.2,2.2399999999999998,10.0,8.0,4.0,10.32,33.285,24.088,11.014399999999998,10.32,141.0,225.0,True
Te0.4Se0.6,34.0,52.0,18.0,41.2,8.64,34.0,89.0,90.0,89.4,0.48000000000000115,89.0,494.0,722.66,228.65999999999997,585.4639999999999,109.75679999999997,494.0,0.0,120.0,138.0,18.0,127.2,8.64,120.0,2.55,0.44999999999999973,2.37,2.55,2.0,2.0,2.0,16.0,16.0,0.0,16.0,0.0,16.0,2.0,2.0,25.92,34.7633333333,29.45733333332,4.244799999983998,25.92,14.0,152.0,False
SnCl2,17.0,50.0,33.0,28.0,14.666666666666666,17.0,80.0,94.0,89.33333333333333,6.222222222222224,94.0,171.6,505.08,333.48,282.76,148.21333333333334,171.6,1.3333333333333333,102.0,139.0,37.0,114.33333333333333,16.444444444444443,102.0,3.16,1.2000000000000002,2.7600000000000002,3.16,2.0,2.0,2.0,7.0,14.0,7.0,9.333333333333334,3.111111111111111,7.0,4.0,2.0,24.4975,33.285,27.426666666666666,3.905555555555555,24.4975,64.0,141.0,False
Sm2IrPd,46.0,77.0,31.0,61.75,7.875,62.0,23.0,62.0,42.0,19.0,23.0,1345.0,2739.0,1394.0,1814.2625,469.2625,1345.0,3.25,139.0,198.0,59.0,169.0,29.0,198.0,2.2,1.0300000000000002,1.685,1.17,2.0,1.5,2.0,8.0,23.0,15.0,12.25,5.375,8.0,8.0,4.75,14.21,33.23,23.769999999999996,9.459999999999997,33.23,166.0,225.0,True
LiGa(GeSe3)2,3.0,34.0,31.0,30.2,5.44,34.0,1.0,89.0,76.7,15.679999999999998,89.0,302.91,1211.4,908.49,614.3399999999999,238.82399999999998,494.0,2.7199999999999998,120.0,128.0,8.0,121.0,1.6,120.0,2.55,1.5699999999999998,2.211,2.55,2.0,1.9,2.0,1.0,16.0,15.0,13.8,2.7199999999999998,16.0,5.0,2.6,16.5933333333,25.92,23.69808333333,2.666300000004001,25.92,14.0,229.0,False
CdHIO4,1.0,53.0,52.0,19.142857142857142,17.918367346938776,8.0,70.0,96.0,86.57142857142857,4.734693877551022,87.0,14.01,594.22,580.21,173.46857142857144,181.18081632653065,54.8,3.9591836734693877,31.0,144.0,113.0,82.57142857142857,33.673469387755105,66.0,3.44,1.75,2.9014285714285717,3.44,2.0,1.8571428571428572,2.0,1.0,17.0,16.0,7.714285714285714,3.877551020408163,6.0,2.0,1.4285714285714286,6.615,43.015,15.077857142857143,9.244081632653062,9.105,12.0,194.0,False
P2Pd,15.0,46.0,31.0,25.333333333333332,13.777777777777777,15.0,62.0,83.0,76.0,9.333333333333334,83.0,317.3,1828.05,1510.75,820.8833333333333,671.4444444444445,317.3,2.222222222222222,107.0,139.0,32.0,117.66666666666667,14.222222222222223,107.0,2.2,0.010000000000000231,2.1933333333333334,2.19,2.0,1.3333333333333333,2.0,5.0,10.0,5.0,6.666666666666667,2.2222222222222223,5.0,3.0,2.0,14.41,22.5702380952,19.850158730133334,3.6267724867555557,22.5702380952,2.0,225.0,False
AsPPt,15.0,78.0,63.0,42.0,24.0,15.0,63.0,84.0,76.66666666666667,9.111111111111109,63.0,317.3,2041.4,1724.1000000000001,1149.5666666666666,594.5555555555555,317.3,2.222222222222222,107.0,136.0,29.0,120.66666666666667,10.222222222222223,107.0,2.28,0.09999999999999964,2.216666666666667,2.18,2.0,1.6666666666666667,1.0,5.0,24.0,19.0,14.666666666666666,6.4444444444444455,5.0,3.0,2.6666666666666665,15.02,22.5702380952,19.921746031733335,3.2678306878222223,15.02,2.0,225.0,False
SrGe2,32.0,38.0,6.0,34.0,2.6666666666666665,32.0,8.0,79.0,55.333333333333336,31.555555555555554,79.0,1050.0,1211.4,161.4000000000001,1157.6000000000001,71.73333333333335,1211.4,5.333333333333333,120.0,195.0,75.0,145.0,33.333333333333336,120.0,2.01,1.0599999999999998,1.6566666666666665,2.01,2.0,2.0,2.0,2.0,14.0,12.0,10.0,5.333333333333333,14.0,4.0,2.6666666666666665,23.005,54.23,33.413333333333334,13.877777777777778,23.005,225.0,225.0,False
Ca(CoS2)4,16.0,27.0,11.0,19.692307692307693,4.544378698224852,16.0,7.0,88.0,72.53846153846153,19.02958579881657,88.0,388.36,1768.0,1379.6399999999999,868.7600000000001,591.2615384615384,388.36,3.9763313609467454,105.0,176.0,71.0,116.92307692307692,14.674556213017752,105.0,2.58,1.58,2.243076923076923,2.58,2.0,2.0,2.0,2.0,9.0,7.0,6.615384615384615,1.4674556213017749,6.0,3.0,2.1538461538461537,10.245,37.77,21.92653846153846,7.188639053254438,25.786875,70.0,225.0,True
K6CdTe4,19.0,52.0,33.0,33.63636363636363,15.96694214876033,19.0,3.0,90.0,40.72727272727273,41.15702479338843,3.0,336.53,722.66,386.13,500.3672727272726,178.7315702479339,336.53,7.041322314049588,138.0,203.0,65.0,174.0,31.636363636363637,203.0,2.1,1.2800000000000002,1.3645454545454545,0.82,2.0,1.4545454545454546,1.0,1.0,16.0,15.0,7.454545454545454,7.041322314049588,1.0,2.0,1.2727272727272727,19.495,73.1066666667,54.28984848485454,20.527438016558676,73.1066666667,152.0,229.0,False
Co5Ge7,27.0,32.0,5.0,29.916666666666668,2.4305555555555554,32.0,58.0,79.0,70.25,10.208333333333334,79.0,1211.4,1768.0,556.5999999999999,1443.3166666666668,270.5694444444444,1211.4,2.430555555555556,120.0,126.0,6.0,122.5,2.9166666666666665,120.0,2.01,0.1299999999999999,1.9558333333333333,2.01,2.0,2.0,2.0,9.0,14.0,5.0,11.916666666666666,2.430555555555556,14.0,4.0,3.5833333333333335,10.245,23.005,17.688333333333333,6.202777777777778,23.005,194.0,225.0,True
Dy2Ti3Si4,14.0,66.0,52.0,28.22222222222222,16.790123456790123,14.0,31.0,78.0,55.888888888888886,19.65432098765432,78.0,1685.0,1941.0,256.0,1771.2222222222222,113.18518518518516,1687.0,5.135802469135802,111.0,192.0,81.0,145.33333333333334,30.518518518518515,111.0,1.9,0.6799999999999999,1.6288888888888888,1.9,2.0,2.0,2.0,4.0,12.0,8.0,5.777777777777778,2.765432098765432,4.0,8.0,5.333333333333333,16.69,31.24,21.59,4.288888888888888,20.44,194.0,227.0,True
Ho(SiPd)2,14.0,67.0,53.0,37.4,18.720000000000002,14.0,33.0,78.0,62.6,12.32,62.0,1687.0,1828.05,141.04999999999995,1755.42,58.104,1687.0,3.04,111.0,192.0,81.0,138.4,21.919999999999998,111.0,2.2,0.9700000000000002,1.886,1.9,2.0,1.2,0.0,4.0,13.0,9.0,8.2,3.3600000000000003,4.0,4.0,2.2,14.41,30.7333333333,20.08666666666,4.541333333328,14.41,194.0,227.0,True
Ce4Bi3,58.0,83.0,25.0,68.71428571428571,12.244897959183673,58.0,15.0,86.0,45.42857142857143,34.775510204081634,15.0,544.4,1071.0,526.6,845.3142857142857,257.9265306122449,1071.0,5.877551020408163,148.0,204.0,56.0,180.0,27.428571428571427,204.0,2.02,0.8999999999999999,1.5057142857142858,1.12,2.0,2.0,2.0,4.0,29.0,25.0,14.714285714285714,12.244897959183675,4.0,22.0,13.857142857142858,32.95,37.24,35.401428571428575,2.101224489795918,37.24,12.0,194.0,True
Ca3PbN,7.0,82.0,75.0,29.8,20.880000000000003,20.0,7.0,82.0,36.8,35.760000000000005,7.0,63.05,1115.0,1051.95,801.7320000000001,375.9216,1115.0,6.0,71.0,176.0,105.0,149.0,32.4,176.0,3.04,2.04,1.6740000000000002,1.0,2.0,2.0,2.0,2.0,28.0,26.0,7.8,8.079999999999998,2.0,4.0,1.4,14.76875,37.77,31.237750000000005,7.8387,37.77,194.0,225.0,True
Y(CrSi)2,14.0,39.0,25.0,23.0,7.2,14.0,12.0,78.0,53.2,19.84,49.0,1687.0,2180.0,493.0,1906.6,218.71999999999997,1687.0,4.32,111.0,190.0,79.0,138.0,21.6,111.0,1.9,0.6799999999999999,1.668,1.66,2.0,1.6,1.0,3.0,6.0,3.0,4.6,1.1199999999999999,4.0,9.0,5.8,11.19,32.365,19.125,6.348000000000001,11.19,194.0,229.0,True
USi3,14.0,92.0,78.0,33.5,29.25,14.0,20.0,78.0,63.5,21.75,78.0,1408.0,1687.0,279.0,1617.25,104.625,1687.0,4.125,111.0,196.0,85.0,132.25,31.875,111.0,1.9,0.52,1.7699999999999998,1.9,2.0,2.0,2.0,4.0,6.0,2.0,4.5,0.75,4.0,20.0,8.0,20.025,20.44,20.33625,0.15562500000000146,20.44,63.0,227.0,True
K10Fe4Sn4S17,16.0,50.0,34.0,21.885714285714286,7.3665306122448975,16.0,3.0,88.0,59.02857142857143,32.93714285714285,88.0,336.53,1811.0,1474.47,549.4782857142857,288.3478204081632,388.36,6.057142857142857,105.0,203.0,98.0,139.97142857142856,36.01632653061224,105.0,2.58,1.7600000000000002,1.9205714285714286,2.58,2.0,1.7142857142857142,2.0,1.0,14.0,13.0,5.714285714285714,2.6938775510204085,6.0,4.0,2.1714285714285713,10.73,73.1066666667,38.44295833334285,19.807833333346935,25.786875,70.0,229.0,False
NaHg,11.0,80.0,69.0,45.5,34.5,11.0,2.0,71.0,36.5,34.5,2.0,234.32,370.87,136.55,302.595,68.275,234.32,5.5,132.0,166.0,34.0,149.0,17.0,132.0,2.0,1.0699999999999998,1.465,0.93,2.0,1.5,1.0,1.0,26.0,25.0,13.5,12.5,1.0,1.0,0.5,25.2375862069,29.2433333333,27.240459770100003,2.0028735631999997,25.2375862069,166.0,229.0,True
Er(CrSi)2,14.0,68.0,54.0,28.8,15.680000000000001,14.0,35.0,78.0,57.8,16.16,49.0,1687.0,2180.0,493.0,1900.8,223.35999999999999,1687.0,4.32,111.0,189.0,78.0,137.8,21.439999999999998,111.0,1.9,0.6599999999999999,1.672,1.66,2.0,1.6,1.0,4.0,14.0,10.0,6.8,2.88,4.0,6.0,4.4,11.19,30.585,18.769,6.063200000000001,11.19,194.0,229.0,True
La20Cu9O40,8.0,57.0,49.0,24.942028985507246,19.642932157109847,8.0,13.0,87.0,62.55072463768116,28.725057760974586,87.0,54.8,1357.77,1302.97,554.665652173913,579.5543793320732,54.8,5.124973745011553,66.0,207.0,141.0,115.47826086956522,57.36609955891619,66.0,3.44,2.34,2.560869565217391,3.44,2.0,1.8695652173913044,2.0,3.0,11.0,8.0,5.782608695652174,1.6131064902331442,6.0,9.0,3.898550724637681,9.105,36.8975,17.417101449275364,11.292984667086747,9.105,12.0,225.0,True
Ni4(BiO2)9,8.0,83.0,75.0,32.354838709677416,29.40686784599375,8.0,61.0,87.0,83.35483870967742,5.76899063475546,87.0,54.8,1728.0,1673.2,412.8387096774193,415.78688865764826,54.8,1.2736732570239335,66.0,148.0,82.0,97.29032258064517,36.33714880332987,66.0,3.44,1.53,2.8303225806451615,3.44,2.0,2.0,2.0,6.0,29.0,23.0,13.193548387096774,9.177939646201873,6.0,3.0,2.2903225806451615,9.105,32.95,16.184516129032257,9.734797086368365,9.105,12.0,225.0,True
TbGa3,31.0,65.0,34.0,39.5,12.75,31.0,29.0,74.0,62.75,16.875,74.0,302.91,1629.0,1326.09,634.4325,497.28374999999994,302.91,3.75,122.0,194.0,72.0,140.0,27.0,122.0,1.81,0.6000000000000001,1.66,1.81,2.0,2.0,2.0,11.0,13.0,2.0,12.5,0.75,13.0,5.0,5.0,18.8575,31.7366666667,22.077291666675002,4.8296875000125,18.8575,64.0,194.0,True
YbSm2CuS5,16.0,70.0,54.0,33.666666666666664,20.666666666666664,16.0,23.0,88.0,65.44444444444444,25.061728395061728,88.0,388.36,1357.77,969.41,786.8411111111112,442.75679012345677,388.36,5.432098765432098,105.0,198.0,93.0,137.77777777777777,37.7037037037037,105.0,2.58,1.4100000000000001,2.0444444444444443,2.58,2.0,1.8888888888888888,2.0,6.0,16.0,10.0,8.11111111111111,2.3950617283950617,6.0,8.0,3.0,11.07,34.12,26.73159722222222,4.5300462962962955,25.786875,70.0,225.0,False
Li4Mn(WO4)3,3.0,74.0,71.0,17.75,17.6,8.0,1.0,87.0,62.65,29.220000000000006,87.0,54.8,3695.0,3640.2,753.818,958.8727999999999,54.8,5.9399999999999995,66.0,162.0,96.0,96.45,36.54,66.0,3.44,2.46,2.6915,3.44,2.0,1.8,2.0,1.0,20.0,19.0,7.15,3.8549999999999995,6.0,6.0,2.55,9.105,16.5933333333,11.713545977005001,3.2528511494165,9.105,12.0,229.0,True
Cs2MgSn3Se8,12.0,55.0,43.0,38.857142857142854,9.387755102040815,34.0,5.0,89.0,73.57142857142857,20.387755102040817,89.0,301.59,923.0,621.4100000000001,499.53000000000003,62.87428571428573,494.0,4.755102040816326,120.0,244.0,124.0,143.28571428571428,28.775510204081627,120.0,2.55,1.7599999999999998,2.0835714285714286,2.55,2.0,1.8571428571428572,2.0,1.0,16.0,15.0,12.428571428571429,4.755102040816326,16.0,4.0,2.142857142857143,22.89,115.765,40.11678571428571,21.61377551020408,25.92,14.0,229.0,False
RbCd4In5Se12,34.0,49.0,15.0,40.09090909090909,6.925619834710744,34.0,4.0,89.0,78.5,11.454545454545455,89.0,312.46,594.22,281.76000000000005,489.3677272727273,43.18148760330578,494.0,2.28099173553719,120.0,220.0,100.0,133.9090909090909,15.173553719008265,120.0,2.55,1.73,2.14,2.55,2.0,1.9545454545454546,2.0,1.0,16.0,15.0,13.909090909090908,2.28099173553719,16.0,5.0,2.272727272727273,19.495,90.7225,27.320113636363637,5.763853305785123,25.92,14.0,229.0,False
Y4C7,6.0,39.0,33.0,18.0,15.272727272727273,6.0,12.0,77.0,53.36363636363637,30.08264462809917,77.0,1799.0,3823.0,2024.0,3087.0,936.7272727272727,3823.0,5.090909090909091,76.0,190.0,114.0,117.45454545454545,52.760330578512395,76.0,2.55,1.3299999999999998,2.066363636363636,2.55,2.0,2.0,2.0,3.0,4.0,1.0,3.6363636363636362,0.46280991735537197,4.0,9.0,5.818181818181818,5.64,32.365,15.358181818181817,12.368595041322315,5.64,194.0,194.0,True
Lu2TlCu3Se5,29.0,81.0,52.0,43.63636363636363,16.74380165289256,34.0,41.0,89.0,72.27272727272727,15.884297520661159,89.0,494.0,1936.0,1442.0,999.300909090909,536.1464462809917,494.0,3.8181818181818183,120.0,187.0,67.0,137.72727272727272,19.2396694214876,120.0,2.55,1.2799999999999998,2.055454545454545,2.55,2.0,1.7272727272727273,2.0,11.0,27.0,16.0,15.818181818181818,2.6280991735537187,16.0,9.0,3.272727272727273,11.07,28.865,22.495454545454546,6.23206611570248,25.92,14.0,225.0,False
KHg,19.0,80.0,61.0,49.5,30.5,19.0,3.0,71.0,37.0,34.0,3.0,234.32,336.53,102.20999999999998,285.42499999999995,51.10499999999999,234.32,5.5,132.0,203.0,71.0,167.5,35.5,132.0,2.0,1.1800000000000002,1.41,0.82,2.0,1.5,1.0,1.0,26.0,25.0,13.5,12.5,1.0,1.0,0.5,25.2375862069,73.1066666667,49.1721264368,23.934540229899994,25.2375862069,166.0,229.0,True
Li2Co4O7F,3.0,27.0,24.0,12.785714285714286,8.122448979591839,8.0,1.0,93.0,66.85714285714286,23.87755102040816,87.0,53.5,1768.0,1714.5,601.1771428571428,666.7559183673469,54.8,4.795918367346938,57.0,128.0,71.0,91.35714285714286,30.265306122448983,66.0,3.98,3.0,2.6814285714285715,3.44,2.0,1.8571428571428572,2.0,1.0,9.0,8.0,6.214285714285714,1.704081632653061,6.0,3.0,2.0714285714285716,9.105,16.5933333333,10.543511904757143,1.7285204081551018,9.105,12.0,229.0,True
Lu7(NiTe)2,28.0,71.0,43.0,59.72727272727273,14.347107438016529,71.0,41.0,90.0,53.54545454545455,15.96694214876033,41.0,722.66,1936.0,1213.3400000000001,1677.5745454545454,347.241652892562,1936.0,4.62809917355372,124.0,187.0,63.0,166.63636363636363,25.91735537190083,187.0,2.1,0.8300000000000001,1.5372727272727273,1.27,2.0,2.0,2.0,10.0,17.0,7.0,15.545454545454545,2.0165289256198347,17.0,9.0,6.454545454545454,10.32,34.7633333333,26.565606060599997,5.907493112945454,28.865,152.0,225.0,True
SrBiClO2,8.0,83.0,75.0,30.8,23.76,8.0,8.0,94.0,72.4,25.759999999999998,87.0,54.8,1050.0,995.2,375.12,337.66400000000004,54.8,4.48,66.0,195.0,129.0,115.4,44.88,66.0,3.44,2.49,2.602,3.44,2.0,2.0,2.0,2.0,29.0,27.0,10.0,7.6,6.0,3.0,1.6,9.105,54.23,25.977500000000003,14.09,9.105,12.0,225.0,False
CsErZnSe3,30.0,68.0,38.0,42.5,12.666666666666666,34.0,5.0,89.0,62.666666666666664,28.444444444444443,89.0,301.59,1770.0,1468.41,707.7116666666667,354.09611111111116,494.0,5.777777777777778,120.0,244.0,124.0,152.5,42.666666666666664,120.0,2.55,1.7599999999999998,1.8883333333333334,2.55,2.0,1.8333333333333333,2.0,1.0,16.0,15.0,12.5,4.0,16.0,2.0,1.5,13.96,115.765,39.678333333333335,25.362222222222226,25.92,14.0,229.0,False
LiY2Ru,3.0,44.0,41.0,31.25,14.125,39.0,1.0,56.0,20.25,17.875,12.0,453.69,2607.0,2153.31,1664.6725000000001,605.4912499999999,1799.0,2.125,128.0,190.0,62.0,163.5,26.5,190.0,2.2,1.2200000000000002,1.405,1.22,2.0,1.5,2.0,1.0,8.0,7.0,3.75,2.125,3.0,9.0,5.75,13.51,32.365,23.708333333325,8.656666666675001,32.365,194.0,229.0,True
BaAl4Se7,13.0,56.0,43.0,28.833333333333332,10.555555555555555,34.0,9.0,89.0,77.0,14.0,89.0,494.0,1000.0,506.0,682.6566666666666,220.09944444444443,494.0,2.5277777777777777,120.0,215.0,95.0,128.25,14.458333333333334,120.0,2.55,1.6599999999999997,2.098333333333333,2.55,2.0,2.0,2.0,2.0,16.0,14.0,10.5,6.416666666666667,16.0,5.0,2.8333333333333335,16.48,63.59,25.912499999999998,6.288333333333335,25.92,14.0,229.0,False
CdTeO3,8.0,52.0,44.0,24.8,20.160000000000004,8.0,70.0,90.0,84.2,5.679999999999998,87.0,54.8,722.66,667.86,296.25600000000003,289.74719999999996,54.8,1.2800000000000005,66.0,144.0,78.0,96.0,36.0,66.0,3.44,1.75,2.822,3.44,2.0,2.0,2.0,6.0,16.0,10.0,9.2,3.84,6.0,2.0,1.6,9.105,34.7633333333,16.31466666666,8.651599999991998,9.105,12.0,194.0,False
CeLu3,58.0,71.0,13.0,67.75,4.875,71.0,15.0,41.0,34.5,9.75,41.0,1071.0,1936.0,865.0,1719.75,324.375,1936.0,0.0,187.0,204.0,17.0,191.25,6.375,187.0,1.27,0.1499999999999999,1.2325,1.27,2.0,2.0,2.0,4.0,17.0,13.0,13.75,4.875,17.0,22.0,12.25,28.865,37.24,30.958750000000002,3.1406250000000027,28.865,194.0,194.0,True
Tm2ZnAg,30.0,69.0,39.0,53.75,15.25,69.0,37.0,69.0,52.0,15.0,37.0,692.68,1818.0,1125.3200000000002,1390.9025000000001,427.0975,1818.0,4.25,122.0,190.0,68.0,161.75,28.25,190.0,1.93,0.6799999999999999,1.52,1.25,2.0,1.75,2.0,11.0,15.0,4.0,13.25,1.75,15.0,1.0,0.75,13.96,29.78,22.462500000000002,7.317500000000001,29.78,194.0,225.0,True
Li8TiNi7O16,3.0,28.0,25.0,11.5625,7.84375,8.0,1.0,87.0,58.4375,29.68359375,87.0,54.8,1941.0,1886.2,579.47875,587.573125,54.8,5.4375,66.0,160.0,94.0,97.125,31.125,66.0,3.44,2.46,2.4309374999999998,3.44,2.0,1.75,2.0,1.0,10.0,9.0,5.5625,2.37890625,6.0,8.0,1.9375,9.105,16.69,11.479895833325,2.8823502604046864,9.105,12.0,229.0,True
CuPd,29.0,46.0,17.0,37.5,8.5,29.0,62.0,64.0,63.0,1.0,62.0,1357.77,1828.05,470.28,1592.9099999999999,235.14,1357.77,0.5,132.0,139.0,7.0,135.5,3.5,132.0,2.2,0.30000000000000027,2.05,1.9,1.0,0.5,0.0,10.0,11.0,1.0,10.5,0.5,10.0,1.0,0.5,11.07,14.41,12.74,1.67,11.07,225.0,225.0,True
LiMgSnPd,3.0,50.0,47.0,27.75,20.25,3.0,1.0,80.0,52.75,25.875,1.0,453.69,1828.05,1374.36,927.4549999999999,450.29749999999996,453.69,5.25,128.0,141.0,13.0,136.75,4.375,128.0,2.2,1.2200000000000002,1.6125,0.98,2.0,1.25,0.0,1.0,14.0,13.0,6.75,5.25,1.0,4.0,1.25,14.41,33.285,21.794583333324997,6.292916666675,14.41,141.0,229.0,True
Th2GeSe2,32.0,90.0,58.0,56.0,27.2,34.0,16.0,89.0,57.8,33.44,16.0,494.0,2023.0,1529.0,1249.08,619.136,494.0,5.92,120.0,206.0,86.0,154.4,41.28,120.0,2.55,1.2499999999999998,1.9419999999999997,1.3,2.0,2.0,2.0,4.0,16.0,12.0,10.8,5.4399999999999995,4.0,8.0,4.8,23.005,32.37,27.916999999999994,3.5623999999999976,25.92,14.0,225.0,False
CaTe,20.0,52.0,32.0,36.0,16.0,20.0,7.0,90.0,48.5,41.5,7.0,722.66,1115.0,392.34000000000003,918.8299999999999,196.17000000000002,722.66,7.0,138.0,176.0,38.0,157.0,19.0,138.0,2.1,1.1,1.55,1.0,2.0,2.0,2.0,2.0,16.0,14.0,9.0,7.0,2.0,2.0,1.0,34.7633333333,37.77,36.266666666649996,1.5033333333500032,34.7633333333,152.0,225.0,False
