composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData avg_dev Column,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData mode Electronegativity,MagpieData maximum NsValence,MagpieData mean NsValence,MagpieData mode NsValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData maximum NUnfilled,MagpieData mean NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,is_metal
Ce2SiSeO4,8.0,58.0,50.0,24.5,19.125,8.0,15.0,89.0,68.125,26.5625,87.0,54.8,1687.0,1632.2,567.775,531.41875,54.8,4.75,66.0,204.0,138.0,112.875,47.34375,66.0,3.44,2.32,2.55625,3.44,2.0,2.0,2.0,4.0,16.0,12.0,6.5,2.375,6.0,22.0,7.25,9.105,37.24,19.6575,10.5525,9.105,12.0,227.0,True
Ce2Te3,52.0,58.0,6.0,54.4,2.88,52.0,15.0,90.0,60.0,36.0,90.0,722.66,1071.0,348.34000000000003,861.9959999999999,167.20319999999998,722.66,6.24,138.0,204.0,66.0,164.4,31.68,138.0,2.1,0.98,1.7080000000000002,2.1,2.0,2.0,2.0,4.0,16.0,12.0,11.2,5.76,16.0,22.0,10.0,34.7633333333,37.24,35.753999999979996,1.188800000016002,34.7633333333,152.0,194.0,False
Ce2Ti2O7,8.0,58.0,50.0,19.636363636363637,14.809917355371898,8.0,15.0,87.0,65.9090909090909,26.84297520661157,87.0,54.8,1941.0,1886.2,582.5090909090909,671.6297520661157,54.8,5.785123966942148,66.0,204.0,138.0,108.18181818181819,53.68595041322314,66.0,3.44,2.32,2.6727272727272724,3.44,2.0,2.0,2.0,4.0,6.0,2.0,5.2727272727272725,0.9256198347107439,6.0,22.0,6.7272727272727275,9.105,37.24,15.599545454545456,8.265785123966943,9.105,12.0,194.0,True
Ce2ZnNi2,28.0,58.0,30.0,40.4,14.080000000000002,28.0,15.0,69.0,44.2,23.36,15.0,692.68,1728.0,1035.3200000000002,1258.136,375.8912,1071.0,3.6799999999999997,122.0,204.0,82.0,155.6,38.72,124.0,1.91,0.7899999999999998,1.542,1.12,2.0,2.0,2.0,4.0,12.0,8.0,8.0,3.2,4.0,22.0,9.6,10.32,37.24,21.816,12.339200000000002,10.32,194.0,225.0,True
Ce3(Al3Ru)4,13.0,58.0,45.0,26.63157894736842,17.21883656509695,13.0,15.0,73.0,60.26315789473684,16.08864265927978,73.0,933.47,2607.0,1673.53,1307.5073684210527,547.1547922437672,933.47,3.32409972299169,121.0,204.0,83.0,139.3684210526316,23.202216066481995,121.0,2.2,1.08,1.656842105263158,1.61,2.0,1.7894736842105263,2.0,3.0,8.0,5.0,4.2105263157894735,1.595567867036011,3.0,22.0,7.473684210526316,13.51,37.24,19.13263157894737,5.7181163434903075,16.48,194.0,225.0,True
Ce3Al,13.0,58.0,45.0,46.75,16.875,58.0,15.0,73.0,29.5,21.75,15.0,933.47,1071.0,137.52999999999997,1036.6175,51.57374999999996,1071.0,3.75,121.0,204.0,83.0,183.25,31.125,204.0,1.61,0.49,1.2425000000000002,1.12,2.0,2.0,2.0,3.0,4.0,1.0,3.75,0.375,4.0,22.0,17.75,16.48,37.24,32.05,7.785000000000003,37.24,194.0,225.0,True
Ce3AlC,6.0,58.0,52.0,38.6,23.28,58.0,15.0,77.0,39.0,28.8,15.0,933.47,3823.0,2889.5299999999997,1593.894,891.6424,1071.0,5.040000000000001,76.0,204.0,128.0,161.8,50.64,204.0,2.55,1.4299999999999997,1.504,1.12,2.0,2.0,2.0,3.0,4.0,1.0,3.8,0.3200000000000001,4.0,22.0,15.0,5.64,37.24,26.767999999999994,12.566400000000003,37.24,194.0,225.0,True
Ce3B2(ClO2)3,5.0,58.0,53.0,20.214285714285715,16.19387755102041,8.0,15.0,94.0,70.92857142857143,23.96938775510204,87.0,54.8,2348.0,2293.2,625.1857142857142,683.2959183673471,54.8,4.285714285714286,66.0,204.0,138.0,105.85714285714286,42.06122448979592,66.0,3.44,2.32,2.682857142857143,3.44,2.0,2.0,2.0,3.0,7.0,4.0,5.357142857142857,1.255102040816327,6.0,22.0,6.5,7.1725,37.24,18.15625,10.89642857142857,9.105,12.0,194.0,True
Ce3In3Ru2,44.0,58.0,14.0,51.125,5.15625,49.0,15.0,75.0,47.75,24.5625,15.0,429.75,2607.0,2177.25,1214.53125,696.234375,429.75,3.75,142.0,204.0,62.0,166.25,28.3125,142.0,2.2,1.08,1.6375,1.12,2.0,1.75,2.0,4.0,13.0,9.0,8.375,3.46875,4.0,22.0,11.125,13.51,37.24,26.44,8.100000000000001,24.26,139.0,194.0,True
Ce3LuSe6,34.0,71.0,37.0,44.9,13.080000000000002,34.0,15.0,89.0,62.0,32.4,89.0,494.0,1936.0,1442.0,811.3,380.76,494.0,6.24,120.0,204.0,84.0,151.9,38.28,120.0,2.55,1.4299999999999997,1.9929999999999999,2.55,2.0,2.0,2.0,4.0,17.0,13.0,12.5,5.1,16.0,22.0,8.7,25.92,37.24,29.610500000000002,4.5777,25.92,14.0,194.0,False
Ce3MnAlS7,13.0,58.0,45.0,27.0,15.5,16.0,15.0,88.0,65.5,27.5,88.0,388.36,1519.0,1130.6399999999999,698.6658333333334,362.0234722222222,388.36,5.166666666666667,105.0,204.0,99.0,133.91666666666666,35.888888888888886,105.0,2.58,1.46,2.0483333333333333,2.58,2.0,2.0,2.0,3.0,7.0,4.0,5.333333333333333,1.0555555555555556,6.0,22.0,7.5,10.4875862069,37.24,26.599642600575,5.320178699712501,25.786875,70.0,225.0,True
Ce3MoO7,8.0,58.0,50.0,24.727272727272727,21.289256198347108,8.0,15.0,87.0,64.0,29.272727272727273,87.0,54.8,2896.0,2841.2,590.2363636363636,681.4644628099173,54.8,5.669421487603306,66.0,204.0,138.0,111.63636363636364,58.08264462809918,66.0,3.44,2.32,2.690909090909091,3.44,2.0,1.9090909090909092,2.0,4.0,6.0,2.0,5.454545454545454,0.7933884297520664,6.0,22.0,7.818181818181818,9.105,37.24,17.37681818181818,10.834462809917357,9.105,12.0,229.0,False
Ce3NbS3O4,8.0,58.0,50.0,26.818181818181817,19.58677685950413,8.0,15.0,88.0,64.0,29.818181818181817,87.0,54.8,2750.0,2695.2,667.9345454545454,598.4112396694214,54.8,5.785123966942148,66.0,204.0,138.0,123.18181818181819,51.50413223140495,66.0,3.44,2.32,2.4054545454545457,3.44,2.0,1.9090909090909092,2.0,4.0,6.0,2.0,5.363636363636363,0.8099173553719009,6.0,22.0,7.909090909090909,9.105,37.24,22.152784090909094,10.211621900826445,9.105,12.0,229.0,True
Ce3Pd5,46.0,58.0,12.0,50.5,5.625,46.0,15.0,62.0,44.375,22.03125,62.0,1071.0,1828.05,757.05,1544.15625,354.8671875,1828.05,3.28125,139.0,204.0,65.0,163.375,30.46875,139.0,2.2,1.08,1.795,2.2,2.0,0.75,0.0,4.0,10.0,6.0,7.75,2.8125,10.0,22.0,8.25,14.41,37.24,22.971249999999998,10.701562500000001,14.41,194.0,225.0,True
Ce3SiPt5,14.0,78.0,64.0,64.22222222222223,15.30864197530864,78.0,15.0,78.0,48.666666666666664,22.444444444444446,63.0,1071.0,2041.4,970.4000000000001,1678.5555555555557,405.03703703703707,2041.4,3.4074074074074074,111.0,204.0,93.0,155.88888888888889,32.07407407407407,136.0,2.28,1.1599999999999997,1.8511111111111107,2.28,2.0,1.4444444444444444,1.0,4.0,24.0,20.0,15.11111111111111,9.876543209876543,24.0,22.0,8.88888888888889,15.02,37.24,23.028888888888886,9.474074074074075,15.02,194.0,227.0,True
Ce3Ta(ClO2)3,8.0,73.0,65.0,26.615384615384617,21.62130177514793,8.0,15.0,94.0,69.0,28.153846153846153,87.0,54.8,3290.0,3235.2,565.123076923077,652.6934911242604,54.8,5.4674556213017755,66.0,204.0,138.0,114.15384615384616,50.05917159763313,66.0,3.44,2.32,2.6907692307692312,3.44,2.0,2.0,2.0,4.0,19.0,15.0,6.769230769230769,1.9881656804733727,6.0,22.0,6.769230769230769,9.105,37.24,19.84326923076923,10.177366863905323,9.105,12.0,229.0,True
Ce3TaO7,8.0,73.0,65.0,27.545454545454547,24.876033057851238,8.0,15.0,87.0,63.81818181818182,29.504132231404956,87.0,54.8,3290.0,3235.2,626.0545454545455,727.0512396694215,54.8,5.785123966942148,66.0,204.0,138.0,113.0909090909091,59.933884297520656,66.0,3.44,2.32,2.630909090909091,3.44,2.0,2.0,2.0,4.0,19.0,15.0,6.636363636363637,2.2479338842975207,6.0,22.0,7.909090909090909,9.105,37.24,17.597727272727273,10.808925619834712,9.105,12.0,229.0,True
Ce4(GeS4)3,16.0,58.0,42.0,27.36842105263158,14.360110803324101,16.0,15.0,88.0,71.21052631578948,23.66759002770083,88.0,388.36,1211.4,823.0400000000001,662.0273684210526,345.6850969529086,388.36,4.188365650969528,105.0,204.0,99.0,128.21052631578948,31.911357340720226,105.0,2.58,1.46,2.1826315789473685,2.58,2.0,2.0,2.0,4.0,14.0,10.0,6.842105263157895,2.2603878116343488,6.0,22.0,6.526315789473684,23.005,37.24,27.758815789473687,3.9920775623268727,25.786875,70.0,225.0,False
Ce4Bi3,58.0,83.0,25.0,68.71428571428571,12.244897959183673,58.0,15.0,86.0,45.42857142857143,34.775510204081634,15.0,544.4,1071.0,526.6,845.3142857142857,257.9265306122449,1071.0,5.877551020408163,148.0,204.0,56.0,180.0,27.428571428571427,204.0,2.02,0.8999999999999999,1.5057142857142858,1.12,2.0,2.0,2.0,4.0,29.0,25.0,14.714285714285714,12.244897959183675,4.0,22.0,13.857142857142858,32.95,37.24,35.401428571428575,2.101224489795918,37.24,12.0,194.0,True
Ce4FeSe6O,8.0,58.0,50.0,39.166666666666664,12.555555555555555,34.0,15.0,89.0,61.333333333333336,31.944444444444446,89.0,54.8,1811.0,1756.2,759.4833333333332,382.9305555555556,494.0,5.833333333333333,66.0,204.0,138.0,144.5,39.666666666666664,120.0,3.44,2.32,2.0875,2.55,2.0,2.0,2.0,4.0,16.0,12.0,10.5,5.5,16.0,22.0,8.833333333333334,9.105,37.24,27.026250000000005,6.809166666666667,25.92,12.0,229.0,True
Ce4InSbSe9,34.0,58.0,24.0,42.53333333333333,10.24,34.0,15.0,89.0,68.06666666666666,28.302222222222223,89.0,429.75,1071.0,641.25,670.9019999999999,244.436,494.0,4.942222222222222,120.0,204.0,84.0,145.13333333333333,31.395555555555553,120.0,2.55,1.4299999999999997,2.084,2.55,2.0,2.0,2.0,4.0,16.0,12.0,12.533333333333333,4.551111111111112,16.0,22.0,7.6,24.26,37.24,29.204000000000004,4.6000000000000005,25.92,14.0,194.0,False
Ce4Si3Rh4,14.0,58.0,44.0,41.27272727272727,14.876033057851238,45.0,15.0,78.0,48.18181818181818,24.13223140495868,15.0,1071.0,2237.0,1166.0,1663.0,430.54545454545456,1071.0,3.768595041322314,111.0,204.0,93.0,156.0909090909091,34.84297520661157,142.0,2.28,1.1599999999999997,1.7545454545454542,1.12,2.0,1.6363636363636365,1.0,4.0,9.0,5.0,5.818181818181818,2.3140495867768593,4.0,22.0,10.181818181818182,13.64,37.24,24.076363636363638,9.573553719008265,13.64,194.0,227.0,True
Ce4Te7,52.0,58.0,6.0,54.18181818181818,2.776859504132231,52.0,15.0,90.0,62.72727272727273,34.71074380165289,90.0,722.66,1071.0,348.34000000000003,849.3290909090908,161.21520661157027,722.66,6.016528925619835,138.0,204.0,66.0,162.0,30.545454545454547,138.0,2.1,0.98,1.7436363636363637,2.1,2.0,2.0,2.0,4.0,16.0,12.0,11.636363636363637,5.553719008264463,16.0,22.0,9.272727272727273,34.7633333333,37.24,35.663939393918184,1.1462258953322348,34.7633333333,152.0,194.0,False
Ce5(SiN3)3,7.0,58.0,51.0,23.235294117647058,20.449826989619375,7.0,15.0,82.0,61.588235294117645,27.40484429065744,82.0,63.05,1687.0,1623.95,646.0852941176471,617.3314878892734,63.05,4.8788927335640135,71.0,204.0,133.0,117.17647058823529,51.07266435986159,71.0,3.04,1.92,2.2741176470588234,3.04,2.0,2.0,2.0,4.0,5.0,1.0,4.529411764705882,0.49826989619377166,5.0,22.0,8.764705882352942,14.76875,37.24,22.37875,8.741911764705883,14.76875,194.0,227.0,True
Ce5CuSe8,29.0,58.0,29.0,42.214285714285715,11.275510204081632,34.0,15.0,89.0,60.785714285714285,32.704081632653065,89.0,494.0,1357.77,863.77,761.7692857142857,306.0220408163265,494.0,5.714285714285714,120.0,204.0,84.0,150.85714285714286,37.95918367346939,120.0,2.55,1.4299999999999997,1.9928571428571427,2.55,2.0,1.9285714285714286,2.0,4.0,16.0,12.0,11.357142857142858,5.306122448979592,16.0,22.0,9.071428571428571,11.07,37.24,28.902142857142856,5.955612244897958,25.92,14.0,225.0,True
Ce5Ge3,32.0,58.0,26.0,48.25,12.1875,58.0,15.0,79.0,39.0,30.0,15.0,1071.0,1211.4,140.4000000000001,1123.65,65.81250000000006,1071.0,5.15625,120.0,204.0,84.0,172.5,39.375,204.0,2.01,0.8899999999999997,1.4537499999999999,1.12,2.0,2.0,2.0,4.0,14.0,10.0,7.75,4.6875,4.0,22.0,15.25,23.005,37.24,31.901875000000004,6.672656250000001,37.24,194.0,225.0,True
Ce5Si3,14.0,58.0,44.0,41.5,20.625,58.0,15.0,78.0,38.625,29.53125,15.0,1071.0,1687.0,616.0,1302.0,288.75,1071.0,5.15625,111.0,204.0,93.0,169.125,43.59375,204.0,1.9,0.7799999999999998,1.4125,1.12,2.0,2.0,2.0,4.0,4.0,0.0,4.0,0.0,4.0,22.0,15.25,20.44,37.24,30.940000000000005,7.875,37.24,194.0,227.0,True
Ce6B2(CBr)3,5.0,58.0,53.0,34.357142857142854,20.540816326530614,58.0,15.0,95.0,53.57142857142857,33.06122448979592,15.0,265.8,3823.0,3557.2,1670.6000000000001,1116.0,1071.0,5.816326530612245,76.0,204.0,128.0,141.42857142857142,53.63265306122448,204.0,2.96,1.8399999999999999,1.952142857142857,1.12,2.0,2.0,2.0,3.0,17.0,14.0,6.642857142857143,4.438775510204082,4.0,22.0,11.214285714285714,5.64,37.24,24.510357142857142,13.040969387755101,37.24,64.0,194.0,True
Ce8Sb2S15,16.0,58.0,42.0,32.24,19.488,16.0,15.0,88.0,64.4,31.615999999999996,88.0,388.36,1071.0,682.64,648.0383999999999,311.61407999999994,388.36,5.6064,105.0,204.0,99.0,139.4,41.343999999999994,105.0,2.58,1.46,2.0704000000000002,2.58,2.0,2.0,2.0,4.0,15.0,11.0,6.08,1.4272000000000002,6.0,22.0,8.48,25.786875,37.24,29.913725,4.9522200000000005,25.786875,70.0,194.0,False
Ce8U2O21,8.0,92.0,84.0,26.322580645161292,24.82414151925078,8.0,15.0,87.0,64.09677419354838,31.030176899063477,87.0,54.8,1408.0,1353.2,404.34838709677416,473.5816857440167,54.8,5.681581685744017,66.0,204.0,138.0,110.0,59.61290322580645,66.0,3.44,2.32,2.708387096774193,3.44,2.0,2.0,2.0,4.0,6.0,2.0,5.483870967741935,0.7658688865764831,6.0,22.0,8.32258064516129,9.105,37.24,17.070161290322584,10.791508844953176,9.105,12.0,194.0,True
Ce9SmO20,8.0,62.0,54.0,24.8,22.4,8.0,15.0,87.0,63.266666666666666,31.644444444444442,87.0,54.8,1345.0,1290.2,402.6666666666667,463.8222222222222,54.8,5.7777777777777795,66.0,204.0,138.0,111.8,61.06666666666667,66.0,3.44,2.32,2.6683333333333334,3.44,2.0,2.0,2.0,4.0,8.0,4.0,5.466666666666667,0.88,6.0,22.0,8.2,9.105,37.24,18.349666666666668,12.326222222222222,9.105,12.0,194.0,True
CeAgSn,47.0,58.0,11.0,51.666666666666664,4.222222222222221,47.0,15.0,80.0,53.333333333333336,25.555555555555554,15.0,505.08,1234.93,729.8500000000001,937.0033333333334,287.94888888888886,505.08,4.222222222222222,139.0,204.0,65.0,162.66666666666666,27.555555555555554,139.0,1.96,0.8399999999999999,1.67,1.12,2.0,1.6666666666666667,1.0,4.0,14.0,10.0,9.666666666666666,3.777777777777778,4.0,22.0,9.0,16.33,37.24,28.951666666666664,8.414444444444445,16.33,141.0,225.0,True
CeAl2Pd5,13.0,58.0,45.0,39.25,13.125,46.0,15.0,73.0,58.875,10.96875,62.0,933.47,1828.05,894.5799999999999,1509.77375,397.8453125,1828.05,1.71875,121.0,204.0,83.0,142.625,15.34375,139.0,2.2,1.08,1.9175,2.2,2.0,0.75,0.0,3.0,10.0,7.0,7.5,3.125,10.0,22.0,4.0,14.41,37.24,17.78125,4.8646875000000005,14.41,194.0,225.0,True
CeAl2Pt3,13.0,78.0,65.0,53.0,26.666666666666668,78.0,15.0,73.0,58.333333333333336,14.444444444444443,63.0,933.47,2041.4,1107.93,1510.3566666666668,531.0433333333334,2041.4,2.2777777777777772,121.0,204.0,83.0,142.33333333333334,20.55555555555556,136.0,2.28,1.1599999999999997,1.8633333333333333,2.28,2.0,1.5,1.0,3.0,24.0,21.0,13.666666666666666,10.333333333333334,24.0,22.0,6.333333333333333,15.02,37.24,19.21,6.010000000000001,15.02,194.0,225.0,True
CeAl3Ni2,13.0,58.0,45.0,25.5,12.5,13.0,15.0,73.0,59.333333333333336,14.777777777777777,73.0,933.47,1728.0,794.53,1221.235,337.8433333333333,933.47,2.6666666666666665,121.0,204.0,83.0,135.83333333333334,22.72222222222223,121.0,1.91,0.7899999999999998,1.6283333333333332,1.61,2.0,2.0,2.0,3.0,10.0,7.0,5.5,3.0,3.0,22.0,6.833333333333333,10.32,37.24,17.886666666666667,6.451111111111111,16.48,194.0,225.0,True
CeAlO3,8.0,58.0,50.0,19.0,15.6,8.0,15.0,87.0,69.8,21.92,87.0,54.8,1071.0,1016.2,433.774,454.7688,54.8,3.9199999999999995,66.0,204.0,138.0,104.6,46.32,66.0,3.44,2.32,2.6100000000000003,3.44,2.0,2.0,2.0,3.0,6.0,3.0,5.0,1.2,6.0,22.0,6.6,9.105,37.24,16.207,8.522400000000001,9.105,12.0,225.0,True
CeAlSi2,13.0,58.0,45.0,24.75,16.625,14.0,15.0,78.0,61.0,23.0,78.0,933.47,1687.0,753.53,1344.6175,342.3825,1687.0,4.0,111.0,204.0,93.0,136.75,33.625,111.0,1.9,0.7799999999999998,1.6325,1.9,2.0,2.0,2.0,3.0,4.0,1.0,3.75,0.375,4.0,22.0,8.75,16.48,37.24,23.65,6.794999999999999,20.44,194.0,227.0,True
CeAsPd,33.0,58.0,25.0,45.666666666666664,8.444444444444445,33.0,15.0,84.0,53.666666666666664,25.777777777777782,15.0,1071.0,1828.05,757.05,1329.6833333333334,332.24444444444447,1071.0,4.222222222222222,119.0,204.0,85.0,154.0,33.333333333333336,119.0,2.2,1.08,1.8333333333333333,1.12,2.0,1.3333333333333333,0.0,4.0,15.0,11.0,9.666666666666666,3.777777777777778,4.0,22.0,8.333333333333334,14.41,37.24,24.608333333333334,8.421111111111111,14.41,166.0,225.0,True
CeAsSe,33.0,58.0,25.0,41.666666666666664,10.888888888888888,33.0,15.0,89.0,62.666666666666664,31.777777777777782,15.0,494.0,1090.0,596.0,885.0,260.6666666666667,494.0,5.5555555555555545,119.0,204.0,85.0,147.66666666666666,37.55555555555555,119.0,2.55,1.4299999999999997,1.95,1.12,2.0,2.0,2.0,4.0,16.0,12.0,11.666666666666666,5.111111111111112,4.0,22.0,9.0,22.175,37.24,28.445000000000004,5.863333333333334,22.175,14.0,194.0,True
CeB2Ir3,5.0,77.0,72.0,49.833333333333336,29.88888888888889,77.0,15.0,72.0,56.5,13.833333333333334,60.0,1071.0,2739.0,1668.0,2330.6666666666665,419.88888888888897,2739.0,2.4444444444444446,84.0,204.0,120.0,132.5,32.333333333333336,141.0,2.2,1.08,1.9666666666666668,2.2,2.0,2.0,2.0,3.0,23.0,20.0,13.166666666666666,9.833333333333334,23.0,22.0,6.833333333333333,7.1725,37.24,15.7025,7.179166666666667,14.21,166.0,225.0,True
CeBC,5.0,58.0,53.0,23.0,23.333333333333332,5.0,15.0,77.0,54.666666666666664,26.444444444444446,15.0,1071.0,3823.0,2752.0,2414.0,939.3333333333334,1071.0,4.666666666666667,76.0,204.0,128.0,121.33333333333333,55.11111111111111,76.0,2.55,1.4299999999999997,1.9033333333333333,1.12,2.0,2.0,2.0,3.0,4.0,1.0,3.6666666666666665,0.4444444444444445,3.0,22.0,10.333333333333334,5.64,37.24,16.684166666666666,13.703888888888889,5.64,166.0,194.0,True
CeBiW2O9,8.0,83.0,75.0,27.76923076923077,27.372781065088756,8.0,15.0,87.0,75.84615384615384,17.005917159763317,87.0,54.8,3695.0,3640.2,730.6615384615385,964.4639053254439,54.8,3.8698224852071004,66.0,204.0,138.0,97.6923076923077,43.88165680473373,66.0,3.44,2.32,2.9861538461538464,3.44,2.0,2.0,2.0,4.0,29.0,25.0,9.76923076923077,6.106508875739645,6.0,22.0,4.230769230769231,9.105,37.24,14.171923076923077,7.015739644970414,9.105,12.0,229.0,False
CeCd2Ag,47.0,58.0,11.0,50.25,3.875,48.0,15.0,70.0,55.0,20.0,70.0,594.22,1234.93,640.71,873.5925,279.3725,594.22,3.25,144.0,204.0,60.0,159.25,22.375,144.0,1.93,0.8099999999999998,1.6075,1.69,2.0,1.75,2.0,4.0,12.0,8.0,9.75,2.875,12.0,22.0,5.75,16.33,37.24,23.14,7.050000000000001,19.495,194.0,225.0,True
CeCdAu2,48.0,79.0,31.0,66.0,13.0,79.0,15.0,70.0,54.25,19.625,66.0,594.22,1337.33,743.1099999999999,1084.97,252.35999999999996,1337.33,3.125,136.0,204.0,68.0,155.0,24.5,136.0,2.54,1.42,1.9725000000000001,2.54,2.0,1.5,1.0,4.0,25.0,21.0,16.5,8.5,25.0,22.0,6.0,16.7,37.24,22.533749999999998,7.3531249999999995,16.7,194.0,225.0,True
CeCoGeH,1.0,58.0,57.0,29.5,15.5,1.0,15.0,92.0,61.0,24.5,15.0,14.01,1768.0,1753.99,1016.1025000000001,501.04625,14.01,4.75,31.0,204.0,173.0,120.25,44.75,31.0,2.2,1.08,1.8025,1.12,2.0,1.75,1.0,1.0,14.0,13.0,7.0,4.5,1.0,22.0,7.5,6.615,37.24,19.276249999999997,10.846250000000001,6.615,194.0,225.0,True
CeF3,9.0,58.0,49.0,21.25,18.375,9.0,15.0,93.0,73.5,29.25,93.0,53.5,1071.0,1017.5,307.875,381.5625,53.5,5.25,57.0,204.0,147.0,93.75,55.125,57.0,3.98,2.86,3.2649999999999997,3.98,2.0,2.0,2.0,4.0,7.0,3.0,6.25,1.125,7.0,22.0,6.25,9.7075,37.24,16.590625,10.3246875,9.7075,15.0,194.0,False
CeGaO3,8.0,58.0,50.0,22.6,17.52,8.0,15.0,87.0,70.0,22.0,87.0,54.8,1071.0,1016.2,307.662,305.3352,54.8,3.9199999999999995,66.0,204.0,138.0,104.8,46.56,66.0,3.44,2.32,2.65,3.44,2.0,2.0,2.0,4.0,13.0,9.0,7.0,2.4,6.0,22.0,6.6,9.105,37.24,16.6825,9.093,9.105,12.0,194.0,True
CeHSe,1.0,58.0,57.0,31.0,20.0,1.0,15.0,92.0,65.33333333333333,33.55555555555556,15.0,14.01,1071.0,1056.99,526.3366666666667,363.10888888888894,14.01,6.222222222222221,31.0,204.0,173.0,118.33333333333333,58.22222222222223,31.0,2.55,1.4299999999999997,1.9566666666666668,1.12,2.0,1.6666666666666667,1.0,1.0,16.0,15.0,7.0,6.0,1.0,22.0,8.333333333333334,6.615,37.24,23.258333333333336,11.095555555555556,6.615,14.0,194.0,True
CeHg,58.0,80.0,22.0,69.0,11.0,58.0,15.0,71.0,43.0,28.0,15.0,234.32,1071.0,836.6800000000001,652.66,418.34000000000003,234.32,4.5,132.0,204.0,72.0,168.0,36.0,132.0,2.0,0.8799999999999999,1.56,1.12,2.0,2.0,2.0,4.0,26.0,22.0,15.0,11.0,4.0,22.0,11.0,25.2375862069,37.24,31.23879310345,6.00120689655,25.2375862069,166.0,194.0,True
CeInIr,49.0,77.0,28.0,61.333333333333336,10.444444444444445,49.0,15.0,75.0,50.0,23.333333333333332,15.0,429.75,2739.0,2309.25,1413.25,883.8333333333334,429.75,3.5555555555555554,141.0,204.0,63.0,162.33333333333334,27.777777777777782,141.0,2.2,1.08,1.7000000000000002,1.12,2.0,2.0,2.0,4.0,23.0,19.0,13.333333333333334,6.4444444444444455,4.0,22.0,10.0,14.21,37.24,25.236666666666668,8.002222222222223,14.21,139.0,225.0,True
CeIr5,58.0,77.0,19.0,73.83333333333333,5.277777777777781,77.0,15.0,60.0,52.5,12.5,60.0,1071.0,2739.0,1668.0,2461.0,463.3333333333333,2739.0,1.6666666666666667,141.0,204.0,63.0,151.5,17.5,141.0,2.2,1.08,2.02,2.2,2.0,2.0,2.0,4.0,23.0,19.0,19.833333333333332,5.277777777777779,23.0,22.0,6.166666666666667,14.21,37.24,18.048333333333336,6.397222222222223,14.21,194.0,225.0,True
CeLu3,58.0,71.0,13.0,67.75,4.875,71.0,15.0,41.0,34.5,9.75,41.0,1071.0,1936.0,865.0,1719.75,324.375,1936.0,0.0,187.0,204.0,17.0,191.25,6.375,187.0,1.27,0.1499999999999999,1.2325,1.27,2.0,2.0,2.0,4.0,17.0,13.0,13.75,4.875,17.0,22.0,12.25,28.865,37.24,30.958750000000002,3.1406250000000027,28.865,194.0,194.0,True
CeMg2Ag,12.0,58.0,46.0,32.25,20.25,12.0,15.0,68.0,54.0,19.5,68.0,923.0,1234.93,311.93000000000006,1037.9825,114.98250000000002,923.0,3.25,141.0,204.0,63.0,157.75,23.125,141.0,1.93,0.8099999999999998,1.4175,1.31,2.0,1.75,2.0,2.0,11.0,9.0,4.75,3.125,2.0,22.0,5.75,16.33,37.24,24.837500000000002,6.201250000000002,22.89,194.0,225.0,True
CeMgAg2,12.0,58.0,46.0,41.0,14.5,47.0,15.0,68.0,53.25,19.125,65.0,923.0,1234.93,311.93000000000006,1115.9650000000001,118.96500000000003,1234.93,4.25,141.0,204.0,63.0,158.75,22.625,145.0,1.93,0.8099999999999998,1.5725,1.93,2.0,1.5,1.0,2.0,11.0,9.0,7.0,4.0,11.0,22.0,6.0,16.33,37.24,23.197499999999998,7.02125,16.33,194.0,225.0,True
CeMgNi4,12.0,58.0,46.0,30.333333333333332,9.222222222222221,28.0,15.0,68.0,54.5,13.166666666666666,61.0,923.0,1728.0,805.0,1484.3333333333333,324.8888888888889,1728.0,3.3333333333333335,124.0,204.0,80.0,140.16666666666666,21.555555555555554,124.0,1.91,0.7899999999999998,1.6783333333333335,1.91,2.0,2.0,2.0,2.0,10.0,8.0,7.666666666666667,3.1111111111111107,10.0,22.0,5.0,10.32,37.24,16.901666666666667,8.775555555555556,10.32,194.0,225.0,True
